10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
267.627 %;128.052 %; 41.458 %;  0.964;  0.430;{'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
267.420 %;127.845 %; 43.128 %;  0.991;  0.435;{'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
267.229 %;127.654 %; 28.697 %;  0.898;  0.319;{'roe': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
266.635 %;127.060 %; 40.424 %;  0.985;  0.411;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
266.579 %;127.004 %; 25.436 %;  0.883;  0.288;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
266.488 %;126.913 %; 43.101 %;  1.001;  0.431;{'fcfy': 0.6, 'roic_wacc': 0.4}
266.454 %;126.880 %; 35.939 %;  0.920;  0.391;{'fcfy': 0.3, 'roic_wacc': 0.7}
265.976 %;126.402 %; 37.731 %;  0.943;  0.400;{'fcfy': 0.2, 'roic_wacc': 0.7, 'dividend_yield': 0.1}
265.805 %;126.230 %; 39.547 %;  0.963;  0.410;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
265.731 %;126.156 %; 37.471 %;  0.917;  0.408;{'fcfy': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
265.554 %;125.979 %; 39.239 %;  0.928;  0.423;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
265.543 %;125.968 %; 48.953 %;  1.069;  0.458;{'roe': 0.5, 'fcfy': 0.4, 'revenue_growth': 0.1}
265.526 %;125.951 %; 37.292 %;  0.948;  0.393;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
265.385 %;125.810 %; 38.252 %;  0.959;  0.399;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
265.273 %;125.698 %; 31.191 %;  0.886;  0.352;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.2}
265.264 %;125.689 %; 43.665 %;  1.008;  0.433;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.3}
264.834 %;125.259 %; 36.917 %;  0.924;  0.399;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
264.784 %;125.209 %; 33.933 %;  0.859;  0.395;{'roe': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
264.744 %;125.170 %; 38.770 %;  0.954;  0.406;{'fcfy': 0.4, 'roic_wacc': 0.6}
264.677 %;125.102 %; 38.431 %;  0.925;  0.415;{'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
264.438 %;124.863 %; 37.839 %;  0.979;  0.387;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
264.126 %;124.551 %; 28.995 %;  0.872;  0.332;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
264.067 %;124.492 %; 35.747 %;  0.944;  0.379;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
264.055 %;124.480 %; 40.147 %;  0.924;  0.434;{'roe': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
263.898 %;124.323 %; 44.901 %;  1.013;  0.443;{'fcfy': 0.7, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
263.871 %;124.297 %; 42.685 %;  0.994;  0.429;{'roe': 0.1, 'fcfy': 0.7, 'roic_wacc': 0.2}
263.466 %;123.891 %; 39.265 %;  0.962;  0.408;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
263.451 %;123.876 %; 45.129 %;  0.997;  0.452;{'roe': 0.1, 'fcfy': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
263.310 %;123.735 %; 38.765 %;  0.918;  0.422;{'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
263.234 %;123.659 %; 38.521 %;  0.932;  0.413;{'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
263.200 %;123.625 %; 38.582 %;  0.954;  0.404;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
263.095 %;123.520 %; 24.955 %;  0.835;  0.299;{'roe': 0.2, 'roic_wacc': 0.7, 'revenue_growth': 0.1}
263.092 %;123.517 %; 27.140 %;  0.952;  0.285;{'fcfy': 0.2, 'revenue_growth': 0.8}
262.780 %;123.206 %; 21.053 %;  0.874;  0.241;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
262.588 %;123.013 %; 38.759 %;  0.973;  0.398;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
262.556 %;122.981 %; 29.195 %;  0.897;  0.325;{'roe': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
261.990 %;122.415 %; 39.183 %;  0.936;  0.419;{'fcfy': 0.7, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
261.937 %;122.362 %; 41.037 %;  0.989;  0.415;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
261.878 %;122.303 %; 22.847 %;  0.905;  0.252;{'fcfy': 0.3, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
261.868 %;122.293 %; 38.941 %;  0.928;  0.420;{'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
261.849 %;122.274 %; 31.217 %;  0.877;  0.356;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.6, 'dividend_yield': 0.1}
261.561 %;121.986 %; 38.648 %;  0.915;  0.422;{'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
261.494 %;121.919 %; 38.838 %;  0.967;  0.402;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
261.318 %;121.743 %; 42.140 %;  1.002;  0.420;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
261.186 %;121.612 %; 37.278 %;  0.931;  0.400;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
261.176 %;121.601 %; 46.632 %;  0.995;  0.469;{'fcfy': 0.9, 'roic_wacc': 0.1}
260.792 %;121.217 %; 27.525 %;  0.864;  0.319;{'roic_wacc': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
260.266 %;120.691 %; 36.781 %;  0.939;  0.392;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
260.244 %;120.669 %; 39.632 %;  0.974;  0.407;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
260.022 %;120.447 %; 43.690 %;  1.044;  0.418;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
259.786 %;120.211 %; 41.659 %;  0.890;  0.468;{'roe': 0.1, 'roic_wacc': 0.7, 'dividend_yield': 0.2}
259.597 %;120.022 %; 34.568 %;  0.890;  0.388;{'roe': 0.1, 'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
259.432 %;119.857 %; 39.946 %;  0.973;  0.410;{'fcfy': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
259.395 %;119.820 %; 44.466 %;  0.977;  0.455;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
258.790 %;119.215 %; 41.154 %;  0.960;  0.429;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
258.787 %;119.213 %; 39.227 %;  0.865;  0.453;{'roe': 0.2, 'dividend_yield': 0.8}
258.680 %;119.105 %; 25.046 %;  0.855;  0.293;{'roe': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
258.585 %;119.010 %; 38.265 %;  0.910;  0.420;{'fcfy': 0.7, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
258.388 %;118.813 %; 23.300 %;  0.908;  0.257;{'fcfy': 0.2, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
258.171 %;118.596 %; 41.275 %;  0.984;  0.419;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
258.156 %;118.581 %; 33.142 %;  0.912;  0.363;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
257.853 %;118.278 %; 40.059 %;  0.973;  0.412;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
257.361 %;117.787 %; 40.226 %;  0.957;  0.420;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
257.241 %;117.666 %; 40.113 %;  0.937;  0.428;{'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
257.212 %;117.637 %; 38.151 %;  0.884;  0.431;{'fcfy': 0.4, 'dividend_yield': 0.6}
256.809 %;117.234 %; 36.539 %;  0.893;  0.409;{'roic_wacc': 0.1, 'dividend_yield': 0.9}
256.594 %;117.019 %; 24.691 %;  0.885;  0.279;{'roe': 0.2, 'roic_wacc': 0.5, 'revenue_growth': 0.3}
256.455 %;116.880 %; 41.037 %;  0.974;  0.421;{'roe': 0.1, 'fcfy': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
256.413 %;116.838 %; 39.815 %;  0.968;  0.411;{'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
256.331 %;116.756 %; 39.299 %;  0.976;  0.403;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
256.236 %;116.661 %; 38.771 %;  0.954;  0.406;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
255.932 %;116.357 %; 35.072 %;  0.937;  0.374;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
255.879 %;116.304 %; 36.935 %;  0.901;  0.410;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
255.874 %;116.299 %; 20.224 %;  0.882;  0.229;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
255.510 %;115.935 %; 23.985 %;  0.888;  0.270;{'roe': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
255.319 %;115.744 %; 38.211 %;  0.960;  0.398;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
255.297 %;115.722 %; 41.941 %;  0.982;  0.427;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
255.188 %;115.613 %; 35.557 %;  0.900;  0.395;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
255.178 %;115.604 %; 25.714 %;  0.862;  0.298;{'roe': 0.7, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
254.908 %;115.333 %; 16.268 %;  0.900;  0.181;{'roe': 0.4, 'roic_wacc': 0.4, 'revenue_growth': 0.2}
254.804 %;115.229 %; 22.260 %;  0.953;  0.234;{'roe': 0.6, 'revenue_growth': 0.4}
254.744 %;115.169 %; 38.149 %;  0.920;  0.415;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
254.665 %;115.090 %; 38.448 %;  0.874;  0.440;{'roe': 0.4, 'dividend_yield': 0.6}
254.663 %;115.088 %; 23.378 %;  0.862;  0.271;{'roe': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
254.548 %;114.973 %; 44.455 %;  1.018;  0.437;{'roe': 0.8, 'fcfy': 0.1, 'revenue_growth': 0.1}
254.066 %;114.491 %; 39.083 %;  0.960;  0.407;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
253.933 %;114.359 %; 38.866 %;  0.935;  0.416;{'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
253.864 %;114.290 %; 34.517 %;  0.880;  0.392;{'roe': 0.2, 'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
253.680 %;114.106 %; 30.570 %;  0.843;  0.362;{'roe': 0.8, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
253.556 %;113.981 %; 38.097 %;  0.969;  0.393;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
253.520 %;113.945 %; 35.188 %;  0.916;  0.384;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.1}
253.508 %;113.933 %; 36.892 %;  0.941;  0.392;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
253.476 %;113.902 %; 37.082 %;  0.947;  0.392;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
252.964 %;113.389 %; 40.465 %;  0.974;  0.415;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
252.793 %;113.218 %; 34.963 %;  0.890;  0.393;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
252.607 %;113.032 %; 32.569 %;  0.931;  0.350;{'fcfy': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
252.492 %;112.917 %; 35.115 %;  0.914;  0.384;{'roe': 0.3, 'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
252.467 %;112.892 %; 26.680 %;  0.859;  0.310;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
252.424 %;112.849 %; 22.339 %;  0.882;  0.253;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
252.347 %;112.772 %; 31.410 %;  0.927;  0.339;{'fcfy': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
252.315 %;112.740 %; 22.824 %;  0.888;  0.257;{'roe': 0.6, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
252.180 %;112.606 %; 37.159 %;  0.911;  0.408;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
252.173 %;112.598 %; 35.697 %;  0.833;  0.429;{'roe': 0.1, 'roic_wacc': 0.8, 'dividend_yield': 0.1}
252.014 %;112.439 %; 27.929 %;  0.842;  0.332;{'roic_wacc': 0.2, 'dividend_yield': 0.8}
251.974 %;112.400 %; 38.905 %;  0.935;  0.416;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
251.806 %;112.231 %; 38.585 %;  0.842;  0.458;{'roic_wacc': 0.7, 'dividend_yield': 0.3}
251.754 %;112.179 %; 39.923 %;  0.968;  0.412;{'roe': 0.4, 'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
251.630 %;112.056 %; 39.695 %;  0.954;  0.416;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
251.617 %;112.043 %; 36.958 %;  0.934;  0.396;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
251.434 %;111.860 %; 34.888 %;  0.912;  0.383;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.5}
251.092 %;111.518 %; 29.109 %;  0.837;  0.348;{'roic_wacc': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
251.080 %;111.505 %; 38.757 %;  0.954;  0.406;{'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
251.037 %;111.463 %; 39.907 %;  0.974;  0.410;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
251.027 %;111.452 %; 27.806 %;  0.896;  0.310;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
250.870 %;111.296 %; 37.999 %;  0.939;  0.405;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
250.864 %;111.290 %; 37.078 %;  0.946;  0.392;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
250.815 %;111.240 %; 37.545 %;  0.955;  0.393;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.4, 'revenue_growth': 0.1}
250.649 %;111.074 %; 36.092 %;  0.926;  0.390;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
250.555 %;110.980 %; 24.973 %;  0.865;  0.289;{'roe': 0.9, 'revenue_growth': 0.1}
250.508 %;110.934 %; 38.395 %;  0.945;  0.406;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
250.478 %;110.903 %; 14.532 %;  0.879;  0.165;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
250.365 %;110.790 %; 42.413 %;  0.991;  0.428;{'roe': 0.5, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
250.048 %;110.473 %; 35.968 %;  0.908;  0.396;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
249.968 %;110.393 %; 39.125 %;  0.925;  0.423;{'fcfy': 0.7, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
249.922 %;110.347 %; 34.860 %;  0.921;  0.378;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
249.854 %;110.279 %; 40.544 %;  0.971;  0.417;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.5}
249.777 %;110.203 %; 35.440 %;  0.907;  0.391;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
249.720 %;110.145 %; 20.946 %;  0.878;  0.239;{'roe': 0.6, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
249.641 %;110.066 %; 26.632 %;  0.872;  0.305;{'fcfy': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
249.597 %;110.023 %; 40.111 %;  0.957;  0.419;{'roe': 0.1, 'fcfy': 0.7, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
249.554 %;109.980 %; 23.907 %;  0.865;  0.276;{'roe': 0.2, 'roic_wacc': 0.6, 'revenue_growth': 0.2}
249.290 %;109.716 %; 33.697 %;  0.909;  0.371;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
249.133 %;109.558 %; 37.225 %;  0.944;  0.394;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
248.962 %;109.387 %; 34.876 %;  0.940;  0.371;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
248.868 %;109.294 %; 41.823 %;  1.007;  0.415;{'roe': 0.6, 'fcfy': 0.2, 'revenue_growth': 0.2}
248.759 %;109.184 %; 34.118 %;  0.835;  0.409;{'roic_wacc': 0.6, 'dividend_yield': 0.4}
248.631 %;109.056 %; 26.446 %;  0.845;  0.313;{'roic_wacc': 0.9, 'revenue_growth': 0.1}
248.558 %;108.983 %; 37.169 %;  0.939;  0.396;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
248.506 %;108.932 %; 35.163 %;  0.932;  0.377;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
248.487 %;108.912 %; 20.297 %;  0.865;  0.235;{'roe': 0.1, 'roic_wacc': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
248.338 %;108.763 %; 41.538 %;  0.977;  0.425;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.2}
248.313 %;108.738 %; 37.550 %;  0.934;  0.402;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.5, 'dividend_yield': 0.1}
248.219 %;108.645 %; 13.135 %;  0.852;  0.154;{'roe': 0.7, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
247.986 %;108.411 %; 41.336 %;  0.946;  0.437;{'roe': 0.6, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
247.862 %;108.287 %; 23.834 %;  0.853;  0.279;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
247.748 %;108.173 %; 17.840 %;  0.856;  0.208;{'roe': 0.6, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
247.748 %;108.173 %; 21.805 %;  0.810;  0.269;{'roic_wacc': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
247.732 %;108.158 %; 35.279 %;  0.917;  0.385;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
247.209 %;107.634 %; 37.475 %;  0.933;  0.401;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
247.034 %;107.459 %; 32.291 %;  0.897;  0.360;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
246.840 %;107.265 %; 26.979 %;  0.850;  0.317;{'roe': 0.4, 'roic_wacc': 0.6}
246.685 %;107.111 %; 38.323 %;  0.921;  0.416;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
246.579 %;107.004 %; 20.018 %;  0.846;  0.237;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
246.538 %;106.963 %; 18.379 %;  0.843;  0.218;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
246.481 %;106.906 %; 34.782 %;  0.914;  0.380;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
246.399 %;106.824 %; 36.672 %;  0.941;  0.390;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
246.347 %;106.772 %; 34.608 %;  0.901;  0.384;{'fcfy': 0.2, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
245.890 %;106.315 %; 41.225 %;  0.964;  0.428;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
245.877 %;106.302 %; 29.406 %;  0.843;  0.349;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.8}
245.783 %;106.209 %; 33.542 %;  0.945;  0.355;{'fcfy': 0.7, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
245.573 %;105.998 %; 36.915 %;  0.938;  0.394;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
245.542 %;105.967 %; 38.477 %;  0.908;  0.424;{'roe': 0.7, 'fcfy': 0.2, 'dividend_yield': 0.1}
245.446 %;105.872 %; 33.798 %;  0.917;  0.369;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
245.188 %;105.613 %; 35.813 %;  0.921;  0.389;{'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
245.103 %;105.529 %; 36.250 %;  0.907;  0.400;{'fcfy': 0.8, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
244.826 %;105.251 %; 33.508 %;  0.801;  0.418;{'roe': 0.1, 'dividend_yield': 0.9}
244.776 %;105.201 %; 21.950 %;  0.828;  0.265;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
244.759 %;105.184 %; 35.111 %;  0.923;  0.380;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
244.490 %;104.915 %; 36.019 %;  0.931;  0.387;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
244.375 %;104.800 %; 15.975 %;  0.841;  0.190;{'roic_wacc': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
244.319 %;104.745 %; 35.791 %;  0.924;  0.388;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
243.996 %;104.421 %; 35.102 %;  0.882;  0.398;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
243.895 %;104.320 %; 35.593 %;  0.917;  0.388;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
243.658 %;104.083 %; 33.229 %;  0.899;  0.370;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
243.339 %;103.764 %; 32.619 %;  0.906;  0.360;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.3}
243.268 %;103.693 %; 30.791 %;  0.821;  0.375;{'roe': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.4}
243.265 %;103.690 %; 33.994 %;  0.918;  0.370;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
243.201 %;103.626 %; 38.067 %;  0.939;  0.406;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
243.186 %;103.612 %; 36.278 %;  0.931;  0.390;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
