10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
225.080 %; 85.506 %; 29.569 %;  0.844;  0.350;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.5}
224.984 %; 85.409 %; 12.068 %;  0.806;  0.150;{'roe': 0.3, 'roic_wacc': 0.5, 'revenue_growth': 0.2}
224.724 %; 85.149 %; 33.950 %;  0.859;  0.395;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
224.637 %; 85.062 %; 31.166 %;  0.838;  0.372;{'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
224.352 %; 84.777 %; 28.247 %;  0.803;  0.352;{'roe': 0.2, 'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
224.213 %; 84.639 %; 19.652 %;  0.783;  0.251;{'revenue_growth': 0.5, 'dividend_yield': 0.5}
224.146 %; 84.571 %; 29.642 %;  0.859;  0.345;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
223.941 %; 84.366 %; 31.553 %;  0.836;  0.378;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
223.940 %; 84.365 %; 30.008 %;  0.817;  0.367;{'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
223.915 %; 84.340 %; 32.540 %;  0.866;  0.376;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
223.901 %; 84.326 %; 29.540 %;  0.833;  0.355;{'roe': 0.2, 'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
223.824 %; 84.249 %; 16.533 %;  0.818;  0.202;{'roe': 0.4, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
223.785 %; 84.210 %; 30.557 %;  0.811;  0.377;{'fcfy': 0.1, 'dividend_yield': 0.9}
223.718 %; 84.143 %; 29.204 %;  0.814;  0.359;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
223.715 %; 84.140 %; 29.850 %;  0.858;  0.348;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.2}
223.644 %; 84.069 %; 25.697 %;  0.763;  0.337;{'roe': 0.3, 'roic_wacc': 0.6, 'dividend_yield': 0.1}
223.359 %; 83.784 %; 31.353 %;  0.854;  0.367;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
223.281 %; 83.707 %; 32.178 %;  0.840;  0.383;{'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.6}
223.272 %; 83.698 %; 30.123 %;  0.863;  0.349;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.3}
223.252 %; 83.677 %; 30.296 %;  0.833;  0.364;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
223.100 %; 83.525 %; 32.902 %;  0.873;  0.377;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
222.973 %; 83.398 %; 11.864 %;  0.809;  0.147;{'roe': 0.7, 'revenue_growth': 0.3}
222.882 %; 83.307 %; 15.280 %;  0.774;  0.197;{'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
222.809 %; 83.234 %; 25.156 %;  0.871;  0.289;{'fcfy': 0.8, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
222.736 %; 83.161 %; 27.509 %;  0.817;  0.337;{'roe': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
222.459 %; 82.884 %; 17.690 %;  0.741;  0.239;{'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
222.395 %; 82.820 %; 23.619 %;  0.833;  0.284;{'roe': 0.4, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
222.372 %; 82.797 %; 24.764 %;  0.767;  0.323;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
222.354 %; 82.779 %; 34.395 %;  0.862;  0.399;{'roe': 0.5, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
222.248 %; 82.674 %; 30.542 %;  0.868;  0.352;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.2}
222.111 %; 82.536 %; 32.745 %;  0.865;  0.378;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
222.048 %; 82.473 %; 24.365 %;  0.784;  0.311;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
221.576 %; 82.001 %; 29.973 %;  0.808;  0.371;{'roe': 0.1, 'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
221.564 %; 81.989 %; 31.268 %;  0.855;  0.366;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
221.545 %; 81.970 %; 23.196 %;  0.777;  0.299;{'fcfy': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
221.252 %; 81.677 %; 32.252 %;  0.862;  0.374;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
221.150 %; 81.575 %; 34.509 %;  0.873;  0.395;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
221.032 %; 81.457 %; 25.574 %;  0.814;  0.314;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.4}
221.014 %; 81.439 %; 30.102 %;  0.855;  0.352;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
220.930 %; 81.355 %; 31.079 %;  0.846;  0.367;{'roe': 0.1, 'fcfy': 0.8, 'roic_wacc': 0.1}
220.575 %; 81.000 %; 30.138 %;  0.825;  0.366;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
220.411 %; 80.836 %; 26.195 %;  0.821;  0.319;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.2}
220.220 %; 80.645 %; 31.290 %;  0.834;  0.375;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
219.719 %; 80.144 %; 14.340 %;  0.747;  0.192;{'roe': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
219.519 %; 79.944 %; 27.432 %;  0.800;  0.343;{'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
219.405 %; 79.830 %; 30.480 %;  0.835;  0.365;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
219.392 %; 79.817 %; 29.684 %;  0.826;  0.359;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
219.214 %; 79.639 %; 30.422 %;  0.862;  0.353;{'roe': 0.7, 'fcfy': 0.2, 'revenue_growth': 0.1}
218.892 %; 79.318 %; 28.736 %;  0.793;  0.362;{'roe': 0.1, 'fcfy': 0.3, 'dividend_yield': 0.6}
218.833 %; 79.258 %; 32.983 %;  0.852;  0.387;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
218.740 %; 79.165 %; 28.751 %;  0.816;  0.352;{'roe': 0.3, 'fcfy': 0.5, 'dividend_yield': 0.2}
218.429 %; 78.854 %; 30.970 %;  0.846;  0.366;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
218.372 %; 78.797 %; 32.678 %;  0.848;  0.386;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
218.128 %; 78.553 %; 24.497 %;  0.755;  0.324;{'roe': 0.2, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
218.048 %; 78.474 %; 21.979 %;  0.775;  0.284;{'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.4}
217.566 %; 77.992 %; 30.469 %;  0.857;  0.355;{'roe': 0.6, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
217.294 %; 77.719 %; 25.379 %;  0.810;  0.313;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.3}
217.048 %; 77.473 %; 28.790 %;  0.833;  0.346;{'roe': 0.7, 'fcfy': 0.2, 'roic_wacc': 0.1}
216.984 %; 77.410 %; 31.048 %;  0.842;  0.369;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
216.914 %; 77.339 %; 26.937 %;  0.829;  0.325;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
216.636 %; 77.061 %; 28.569 %;  0.797;  0.359;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
216.507 %; 76.932 %; 17.405 %;  0.747;  0.233;{'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
216.474 %; 76.899 %; 30.474 %;  0.799;  0.381;{'roe': 0.5, 'fcfy': 0.3, 'dividend_yield': 0.2}
216.409 %; 76.834 %; 28.695 %;  0.821;  0.350;{'roe': 0.2, 'fcfy': 0.8}
216.287 %; 76.712 %; 23.899 %;  0.739;  0.324;{'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
216.276 %; 76.701 %; 14.805 %;  0.731;  0.203;{'roic_wacc': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
216.080 %; 76.505 %; 26.736 %;  0.821;  0.326;{'roe': 0.3, 'fcfy': 0.6, 'revenue_growth': 0.1}
215.512 %; 75.937 %; 30.294 %;  0.808;  0.375;{'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.7}
215.271 %; 75.696 %; 20.979 %;  0.754;  0.278;{'roe': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
215.232 %; 75.658 %; 32.140 %;  0.831;  0.387;{'roe': 0.4, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
215.151 %; 75.576 %; 28.535 %;  0.796;  0.358;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
214.918 %; 75.344 %; 31.667 %;  0.841;  0.377;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
214.794 %; 75.219 %; 22.433 %;  0.732;  0.307;{'roe': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
214.654 %; 75.079 %; 31.058 %;  0.808;  0.385;{'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
214.439 %; 74.864 %; 15.741 %;  0.752;  0.209;{'roe': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
213.732 %; 74.158 %; 29.764 %;  0.845;  0.352;{'roe': 0.4, 'fcfy': 0.5, 'revenue_growth': 0.1}
213.293 %; 73.719 %; 12.952 %;  0.753;  0.172;{'roe': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
213.244 %; 73.669 %; 29.223 %;  0.802;  0.364;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.7}
213.179 %; 73.604 %; 29.513 %;  0.820;  0.360;{'roe': 0.3, 'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
213.139 %; 73.564 %; 26.923 %;  0.817;  0.330;{'roe': 0.9, 'fcfy': 0.1}
212.998 %; 73.423 %; 27.226 %;  0.798;  0.341;{'roe': 0.3, 'fcfy': 0.4, 'dividend_yield': 0.3}
212.965 %; 73.390 %; 28.667 %;  0.811;  0.353;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
212.937 %; 73.362 %; 26.341 %;  0.770;  0.342;{'roe': 0.3, 'fcfy': 0.3, 'dividend_yield': 0.4}
212.895 %; 73.320 %; 25.568 %;  0.769;  0.333;{'roe': 0.2, 'fcfy': 0.5, 'dividend_yield': 0.3}
212.808 %; 73.233 %; 10.233 %;  0.729;  0.140;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
212.705 %; 73.130 %; 28.500 %;  0.810;  0.352;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
212.629 %; 73.054 %; 17.862 %;  0.748;  0.239;{'roe': 0.1, 'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
212.603 %; 73.029 %; 17.857 %;  0.742;  0.241;{'roe': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.7}
212.468 %; 72.893 %; 14.480 %;  0.745;  0.194;{'roe': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
212.465 %; 72.891 %; 17.191 %;  0.758;  0.227;{'roe': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
212.330 %; 72.756 %; 22.345 %;  0.722;  0.310;{'roe': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
212.225 %; 72.650 %; 10.780 %;  0.707;  0.153;{'roic_wacc': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
212.038 %; 72.463 %; 27.055 %;  0.791;  0.342;{'roe': 0.1, 'fcfy': 0.9}
211.858 %; 72.283 %; 28.370 %;  0.821;  0.345;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
211.725 %; 72.150 %; 14.157 %;  0.712;  0.199;{'roe': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.7}
211.595 %; 72.020 %; 17.207 %;  0.735;  0.234;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
210.940 %; 71.365 %; 27.599 %;  0.825;  0.335;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
210.787 %; 71.212 %; 27.604 %;  0.799;  0.345;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
210.505 %; 70.930 %; 15.442 %;  0.749;  0.206;{'roe': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
210.489 %; 70.914 %; 30.412 %;  0.831;  0.366;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
210.249 %; 70.675 %; 24.547 %;  0.762;  0.322;{'roe': 0.4, 'fcfy': 0.3, 'dividend_yield': 0.3}
210.241 %; 70.666 %; 26.311 %;  0.827;  0.318;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
210.208 %; 70.633 %; 14.710 %;  0.724;  0.203;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
209.878 %; 70.304 %; 29.244 %;  0.832;  0.352;{'roe': 0.8, 'fcfy': 0.2}
209.877 %; 70.302 %; 10.294 %;  0.761;  0.135;{'roe': 0.5, 'roic_wacc': 0.4, 'revenue_growth': 0.1}
209.651 %; 70.077 %; 23.026 %;  0.742;  0.310;{'fcfy': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
209.647 %; 70.073 %; 21.668 %;  0.732;  0.296;{'roe': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
209.546 %; 69.971 %; 23.140 %;  0.731;  0.317;{'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
209.494 %; 69.919 %; 20.579 %;  0.776;  0.265;{'fcfy': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.4}
209.101 %; 69.526 %; 29.786 %;  0.824;  0.362;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
208.939 %; 69.364 %; 30.913 %;  0.853;  0.362;{'roe': 0.6, 'fcfy': 0.3, 'revenue_growth': 0.1}
208.890 %; 69.315 %; 27.830 %;  0.788;  0.353;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
208.781 %; 69.206 %; 25.449 %;  0.789;  0.322;{'roe': 0.8, 'fcfy': 0.1, 'dividend_yield': 0.1}
208.721 %; 69.146 %; 22.432 %;  0.713;  0.315;{'roe': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
208.483 %; 68.908 %; 33.264 %;  0.852;  0.390;{'roe': 0.4, 'fcfy': 0.5, 'roic_wacc': 0.1}
208.330 %; 68.755 %; 29.470 %;  0.829;  0.355;{'roe': 0.5, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
208.278 %; 68.703 %; 25.265 %;  0.781;  0.323;{'roe': 0.3, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
208.250 %; 68.675 %; 16.628 %;  0.705;  0.236;{'roe': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
207.871 %; 68.296 %; 33.517 %;  0.831;  0.403;{'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.6}
207.791 %; 68.216 %; 23.459 %;  0.704;  0.333;{'roic_wacc': 0.5, 'dividend_yield': 0.5}
207.557 %; 67.982 %; 30.111 %;  0.833;  0.362;{'roe': 0.6, 'fcfy': 0.4}
207.548 %; 67.973 %; 25.659 %;  0.752;  0.341;{'roe': 0.2, 'fcfy': 0.2, 'dividend_yield': 0.6}
207.446 %; 67.872 %; 29.003 %;  0.819;  0.354;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
207.287 %; 67.712 %; 16.503 %;  0.706;  0.234;{'roic_wacc': 0.4, 'dividend_yield': 0.6}
207.255 %; 67.680 %; 18.951 %;  0.704;  0.269;{'roe': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
207.032 %; 67.457 %; 26.859 %;  0.818;  0.328;{'fcfy': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
206.946 %; 67.371 %; 15.075 %;  0.742;  0.203;{'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
206.934 %; 67.359 %; 24.775 %;  0.760;  0.326;{'roe': 0.4, 'fcfy': 0.4, 'dividend_yield': 0.2}
206.815 %; 67.240 %; 26.960 %;  0.776;  0.348;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
206.810 %; 67.236 %; 27.979 %;  0.820;  0.341;{'roe': 0.4, 'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
206.741 %; 67.167 %;  3.488 %;  0.714;  0.049;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
206.535 %; 66.961 %; 26.862 %;  0.780;  0.344;{'roe': 0.1, 'fcfy': 0.8, 'dividend_yield': 0.1}
206.526 %; 66.951 %; 24.796 %;  0.744;  0.333;{'roe': 0.1, 'fcfy': 0.2, 'dividend_yield': 0.7}
205.887 %; 66.313 %; 26.670 %;  0.786;  0.339;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
205.689 %; 66.115 %; 25.565 %;  0.759;  0.337;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
205.560 %; 65.985 %; 25.205 %;  0.766;  0.329;{'roe': 0.1, 'fcfy': 0.7, 'dividend_yield': 0.2}
205.351 %; 65.776 %; 28.655 %;  0.818;  0.350;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
205.039 %; 65.464 %; 25.182 %;  0.771;  0.326;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
204.991 %; 65.416 %; 17.577 %;  0.711;  0.247;{'roe': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
204.982 %; 65.408 %; 32.165 %;  0.826;  0.389;{'roe': 0.4, 'fcfy': 0.6}
204.898 %; 65.323 %; 18.320 %;  0.702;  0.261;{'roe': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
204.722 %; 65.147 %; 25.219 %;  0.780;  0.323;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
204.586 %; 65.011 %; 28.094 %;  0.788;  0.356;{'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.5}
204.473 %; 64.899 %; 25.667 %;  0.791;  0.324;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
204.412 %; 64.837 %; 16.494 %;  0.732;  0.225;{'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
204.219 %; 64.644 %; 24.813 %;  0.743;  0.334;{'roe': 0.2, 'fcfy': 0.1, 'dividend_yield': 0.7}
203.922 %; 64.347 %; 24.716 %;  0.744;  0.332;{'roe': 0.2, 'fcfy': 0.3, 'dividend_yield': 0.5}
203.915 %; 64.340 %; 22.848 %;  0.762;  0.300;{'fcfy': 0.9, 'dividend_yield': 0.1}
203.872 %; 64.297 %; 15.381 %;  0.713;  0.216;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
203.842 %; 64.267 %; 19.581 %;  0.695;  0.282;{'roe': 0.7, 'dividend_yield': 0.3}
203.746 %; 64.171 %; 23.852 %;  0.756;  0.316;{'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
203.464 %; 63.889 %; 26.065 %;  0.767;  0.340;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
203.379 %; 63.805 %; 28.021 %;  0.790;  0.355;{'roe': 0.3, 'fcfy': 0.7}
203.158 %; 63.583 %; 25.056 %;  0.757;  0.331;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
202.711 %; 63.137 %; 21.090 %;  0.702;  0.301;{'roe': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
202.554 %; 62.979 %; 29.152 %;  0.786;  0.371;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
202.074 %; 62.499 %; 23.688 %;  0.747;  0.317;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
201.954 %; 62.379 %; 27.374 %;  0.779;  0.351;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.6}
201.820 %; 62.245 %; 18.163 %;  0.739;  0.246;{'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
201.590 %; 62.015 %; 19.054 %;  0.754;  0.253;{'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
201.425 %; 61.850 %; 25.700 %;  0.767;  0.335;{'roe': 0.2, 'fcfy': 0.7, 'dividend_yield': 0.1}
201.313 %; 61.739 %; 21.423 %;  0.712;  0.301;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
201.073 %; 61.498 %; 19.826 %;  0.706;  0.281;{'roe': 0.2, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
201.001 %; 61.426 %; 12.304 %;  0.707;  0.174;{'roe': 0.3, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
200.334 %; 60.759 %;  8.167 %;  0.719;  0.114;{'revenue_growth': 0.3, 'dividend_yield': 0.7}
200.256 %; 60.682 %; 25.555 %;  0.765;  0.334;{'roe': 0.2, 'fcfy': 0.6, 'dividend_yield': 0.2}
200.212 %; 60.637 %; 26.647 %;  0.763;  0.349;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
200.192 %; 60.618 %;  4.206 %;  0.703;  0.060;{'roe': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
200.088 %; 60.513 %; 12.318 %;  0.707;  0.174;{'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.714 %; 60.139 %; 12.782 %;  0.686;  0.186;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
199.205 %; 59.630 %; 25.867 %;  0.759;  0.341;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
199.094 %; 59.519 %;  0.511 %;  0.710;  0.007;{'roe': 0.8, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
198.830 %; 59.255 %; 24.499 %;  0.751;  0.326;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
198.645 %; 59.070 %; 21.109 %;  0.709;  0.298;{'roe': 0.2, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
198.474 %; 58.899 %; 26.174 %;  0.771;  0.339;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
198.459 %; 58.884 %; 23.858 %;  0.754;  0.316;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
198.220 %; 58.645 %; 14.148 %;  0.709;  0.200;{'roe': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
197.208 %; 57.633 %; 26.882 %;  0.774;  0.347;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
196.961 %; 57.386 %; 24.803 %;  0.764;  0.325;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
196.662 %; 57.087 %; 23.311 %;  0.720;  0.324;{'roe': 0.5, 'fcfy': 0.1, 'dividend_yield': 0.4}
196.557 %; 56.982 %; 25.187 %;  0.776;  0.325;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
196.374 %; 56.799 %; -4.579 %;  0.684; -0.067;{'roe': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
196.333 %; 56.759 %; 14.878 %;  0.706;  0.211;{'roe': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
195.999 %; 56.425 %;  8.101 %;  0.679;  0.119;{'roe': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
195.969 %; 56.394 %;-10.049 %;  0.712; -0.141;{'roe': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
