"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"Corem B";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"CORE B";"Pref";"Q1-2018";"";"";3.504409;3.862176;0.7581308;"";"";"";"";"";"";"";""
"Corem Pref";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"CORE PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corline Biomedical";"Sverige";"First North";"Hälsovård";"Läkemedel";"CLBIO";"Aktier";"Q1-2018";"";"";-39.04677;17.30857;5.756974;"";"";"";"";"";"";"";""
"Cortus Energy";"Sverige";"First North";"Energi";"Olja & Gas";"CE";"Aktier";"Q4-2017";"";"";-6.07717;14.64786;3.001971;"";"";"";"";"";"";"";""
"C-RAD";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"CRAD B";"Aktier";"Q1-2018";"";"";-106.9182;7.625175;16.05128;"";"";"";"";"";"";"";""
"Cramo";"Finland";"Mid Cap";"Industri";"Tjänster & Leverans";"CRA1V";"Aktier";"Q4-2017";3.944547;"";10.1652;1.142844;1.535479;"";"";"";"";"";"";"";""
"Crayon Group";"Norge";"OB Match";"Informationsteknik";"IT-Tjänster";"CRAYON";"Aktier";"Q1-2018";"";"";-36.71072;0.1933454;2.745004;"";"";"";"";"";"";"";""
"Creades";"Sverige";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"CRED A";"Aktier";"Q1-2018";"";"";6.390623;"";0.9340966;"";"";"";"";"";"";"";""
"Crowdsoft";"Sverige";"Aktietorget";"Informationsteknik";"IT-Tjänster";"CROWD";"Aktier";"Q1-2018";"";"";-1.736973;2.700648;0.2271575;"";"";"";"";"";"";"";""
"Crown Energy";"Sverige";"NGM";"Energi";"Olja & Gas";"CRWN";"Aktier";"Q1-2018";"";"";-22.2332;8.1408;1.407723;"";"";"";"";"";"";"";""
"Crunchfish";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"CFISH";"Aktier";"Q1-2018";"";"";-6.903694;12.64532;4.887972;"";"";"";"";"";"";"";""
"CTT Systems";"Sverige";"Small Cap";"Industri";"Produktion";"CTT";"Aktier";"Q1-2018";14.02094;0.58;57.81703;9.517134;15.16364;642.7998;-0.1491618;10.6272;-0.0985011;0.35036;1.859401;"";623.1464
"Cxense";"Norge";"OB Match";"Informationsteknik";"IT-Tjänster";"CXENSE";"Aktier";"Q1-2018";"";"";-1.595745;2.338817;2.2161;"";"";"";"";"";"";"";""
"CybAero";"Sverige";"First North";"Industri";"Produktion";"CBA";"Aktier";"Q4-2017";"";"";-0.09822852;3.203914;0.7929526;"";"";"";"";"";"";"";""
"Cyxone";"Sverige";"First North";"Hälsovård";"Läkemedel";"CYXO";"Aktier";"Q1-2018";"";"";-11.68992;"";3.426574;"";"";"";"";"";"";"";""
"D. Carnegie & Co";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"DCAR B";"Aktier";"Q1-2018";"";"";7.47026;7.395964;1.227354;"";"";"";"";"";"";"";""
"DalsSpira Mejeri";"Sverige";"Aktietorget";"Dagligvaror";"Livsmedel";"SPIRA";"Aktier";"Q1-2018";"";"";-3.190418;0.7010607;2.153981;"";"";"";"";"";"";"";""
"Danske Andelskassers";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"DAB";"Aktier";"Q4-2017";"";"";9.090909;0.935141;0.3763688;"";"";"";"";"";"";"";""
"Danske Bank";"Denmark";"Large Cap";"Finans & Fastighet";"Bank";"DANSKE";"Aktier";"Q1-2018";0.7691537;"";10.01065;3.210925;1.200559;"";"";"";"";"";"";"";""
"Dantax";"Denmark";"Small Cap";"Sällanköpsvaror";"Konsument";"DANT";"Aktier";"Q2-2018";0.9610423;"";8.018663;1.517415;1.254614;"";"";"";"";"";"";"";""
"Data Respons";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"DAT";"Aktier";"Q1-2018";5.177778;"";49.07326;1.146395;3.899121;"";"";"";"";"";"";"";""
"DDM Holding";"Sverige";"First North";"Finans & Fastighet";"Bank";"DDM";"Aktier";"Q1-2018";"";"";15.93037;3.080633;1.963027;"";"";"";"";"";"";"";""
"Dedicare";"Sverige";"Small Cap";"Industri";"Bemanning";"DEDI";"Aktier";"Q1-2018";"";"";11.3746;0.7142858;4.614061;"";"";"";"";"";"";"";""
"Deere & Co";"USA";"NYSE & Nasdaq
";"Industri";"Produktion";"DE";"Aktier";"Q3-2017";6.281887;"";26.20822;1.794969;5.911346;"";"";"";"";"";"";"";""
"Deflamo";"Sverige";"First North";"Industri";"Produktion";"DEFL B";"Aktier";"Q1-2018";"";"";-0.2965709;1.794329;1.121406;"";"";"";"";"";"";"";""
"Delarka";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"DELARK";"Aktier";"Q4-2017";"";"";-41.35996;5.621539;1.311414;"";"";"";"";"";"";"";""
"Detection";"Finland";"First North";"Informationsteknik";"Elektronisk utrustning";"DETEC";"Aktier";"Q4-2017";"";"";18.25688;3.102887;6.643051;"";"";"";"";"";"";"";""
"DevPort";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"DEVP B";"Aktier";"Q1-2018";"";"";18.87994;1.310636;6.192781;"";"";"";"";"";"";"";""
"DexTech Medical";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"DEX";"Aktier";"Q3-2018";"";"";-53.99828;50.28704;20.66855;"";"";"";"";"";"";"";""
"DFDS";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"DFDS";"Aktier";"Q1-2018";13.91243;"";12.64299;1.435264;3.297963;"";"";"";"";"";"";"";""
"Diadrom";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"DIAH";"Aktier";"Q1-2018";"";"";15.61451;1.660872;8.713664;"";"";"";"";"";"";"";""
"Diamyd Medical";"Sverige";"First North";"Hälsovård";"Bioteknik";"DMYD B";"Aktier";"Q1-2018";"";"";-7.396971;191.1136;3.117405;"";"";"";"";"";"";"";""
"Digia";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"DIGIA";"Aktier";"Q4-2017";-0.07029158;"";57.01944;0.5674286;1.24887;"";"";"";"";"";"";"";""
"Digitalist Group";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"DIGIGR";"Aktier";"Q1-2018";-0.9269308;"";-4.5;1.792446;14.54187;"";"";"";"";"";"";"";""
"Dignitana";"Sverige";"First North";"Hälsovård";"Läkemedel";"DIGN";"Aktier";"Q1-2018";"";"";-3.379072;6.397758;3.485888;"";"";"";"";"";"";"";""
"DistIT";"Sverige";"First North";"Industri";"Handel & Distribution";"DIST";"Aktier";"Q1-2018";"";"";14.72298;0.2516803;1.350061;"";"";"";"";"";"";"";""
"Dividend Sweden";"Sverige";"NGM";"Finans & Fastighet";"Bank";"DIVI MTF B";"Aktier";"Q4-2017";"";"";-10.48789;0.5835342;0.8358353;"";"";"";"";"";"";"";""
"Diös";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"DIOS";"Aktier";"Q1-2018";"";"";7.953708;4.243487;1.040597;"";"";"";"";"";"";"";""
"Djurslands Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"DJUR";"Aktier";"Q4-2017";1.169811;"";6.331832;2.011434;0.6114811;"";"";"";"";"";"";"";""
"DLH";"Denmark";"Small Cap";"Material";"Skog";"DLH";"Aktier";"Q4-2017";"";"";38.86414;0.2973351;1.460111;"";"";"";"";"";"";"";""
"DNA";"Finland";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"DNA";"Aktier";"Q1-2018";"";"";28.15934;3.016363;5.169169;"";"";"";"";"";"";"";""
"DNB";"Norge";"OBX";"Finans & Fastighet";"Bank";"DNB";"Aktier";"Q1-2018";3.332454;3.686667;11.06464;4.762668;1.11555;231794.5;0.007978934;1528.023;0.1282683;9.838506;-18903.93;"";135094
"DNO";"Norge";"OBX";"Energi";"Olja & Gas";"DNO";"Aktier";"Q1-2018";"";"";4.199964;5.049939;2.304775;"";"";"";"";"";"";"";""
"DOF";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"DOF";"Aktier";"Q1-2018";-0.9241042;"";-1.21123;0.1879018;0.1827095;"";"";"";"";"";"";"";""
"Dome Energy";"Sverige";"First North";"Energi";"Olja & Gas";"DOME";"Aktier";"Q4-2017";"";"";0.8526816;1.374961;1.037193;"";"";"";"";"";"";"";""
"Dometic";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"DOM";"Aktier";"Q1-2018";"";"";17.08293;1.787424;1.771059;"";"";"";"";"";"";"";""
"Doro";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"DORO";"Aktier";"Q1-2018";0.7039999;0.35;14.03578;0.5350621;1.68184;591.5099;0.03613806;18.20434;-0.1878288;0.52664;-6.286666;"";582.1301
"Double Bond Pharma";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"DBP B";"Aktier";"Q1-2018";"";"";-4.687218;120.7522;-66.36164;"";"";"";"";"";"";"";""
"Dovre";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"DOV1V";"Aktier";"Q4-2017";-0.5610169;"";-47.96296;0.4130428;1.14553;"";"";"";"";"";"";"";""
"Doxa";"Sverige";"First North";"Hälsovård";"Sjukvård";"DOXA";"Aktier";"Q1-2018";"";"";-8.930511;5.711522;10.5696;"";"";"";"";"";"";"";""
"Dr Sannas";"Sverige";"NGM";"Dagligvaror";"Konsumentprodukter";"SANNA MTF B";"Aktier";"Q1-2018";"";"";-4.82733;3.648364;5.799001;"";"";"";"";"";"";"";""
"Drillcon";"Sverige";"First North";"Material";"Gruv & Metall";"DRIL";"Aktier";"Q1-2018";"";"";10.92916;0.7520652;1.890626;"";"";"";"";"";"";"";""
"DS Norden";"Denmark";"Mid Cap";"Industri";"Tjänster & Leverans";"DNORD";"Aktier";"Q1-2018";4.55;"";19.64001;0.4184379;0.9781871;"";"";"";"";"";"";"";""
"DSV";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"DSV";"Aktier";"Q1-2018";31.71166;"";32.17339;1.321513;6.86057;"";"";"";"";"";"";"";""
"Duni";"Sverige";"Mid Cap";"Sällanköpsvaror";"Konsument";"DUNI";"Aktier";"Q1-2018";"";"";17.71403;1.290209;2.173769;"";"";"";"";"";"";"";""
"Duroc";"Sverige";"Small Cap";"Industri";"Produktion";"DURC B";"Aktier";"Q4-2017";0.7;0.3166667;7.380341;0.3530352;1.037423;158.4857;-0.01143179;8.8456;-0.01216145;-0.08352003;2.13794;"";165.1737
"Dustin Group";"Sverige";"Mid Cap";"Dagligvaror";"Konsumentprodukter";"DUST";"Aktier";"Q2-2018";"";"";23.525;0.6312701;4.243984;"";"";"";"";"";"";"";""
"EAB Group";"Finland";"First North";"Finans & Fastighet";"Bank";"EABGB";"Aktier";"Q4-2017";"";"";25.11774;1.917111;1.500734;"";"";"";"";"";"";"";""
"EAM Solar";"Norge";"Oslo Axess";"Kraftförsörjning";"Energiproducenter";"EAM";"Aktier";"Q1-2018";"";"";-2.959368;5.943943;1.815013;"";"";"";"";"";"";"";""
"Eastnine";"Sverige";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"EAST";"Aktier";"Q1-2018";"";"";15.77929;"";0.9263657;"";"";"";"";"";"";"";""
"EasyFill";"Sverige";"Aktietorget";"Industri";"Handel & Distribution";"EASY B";"Aktier";"Q1-2018";"";"";-26.36463;5.265167;5.380683;"";"";"";"";"";"";"";""
"EatGood";"Sverige";"Aktietorget";"Sällanköpsvaror";"Hotell, restaurang & nöje";"EATG";"Aktier";"Q1-2018";"";"";-3.456738;14.24309;6.133441;"";"";"";"";"";"";"";""
"Ecoclime Comfort Ceilings";"Sverige";"Aktietorget";"Industri";"Byggprodukter";"ECC";"Aktier";"Q4-2017";"";"";22.62211;3.877509;2.241111;"";"";"";"";"";"";"";""
"ECOMB";"Sverige";"Aktietorget";"Industri";"Byggprodukter";"ECOM";"Aktier";"Q4-2017";"";"";-0.9690039;0.7785793;-7.880418;"";"";"";"";"";"";"";""
"EcoRub";"Sverige";"Aktietorget";"Industri";"Produktion";"ECO B";"Aktier";"Q4-2017";"";"";-53.50427;7.390223;15.53787;"";"";"";"";"";"";"";""
"Edgeware";"Sverige";"Small Cap";"Informationsteknik";"Kommunikation";"EDGE";"Aktier";"Q1-2018";"";"";-40.86129;2.264673;2.089948;"";"";"";"";"";"";"";""
"Efecte";"Finland";"First North";"Informationsteknik";"IT-Tjänster";"EFECTE";"Aktier";"Q4-2017";"";"";-37.71354;2.987071;5.64798;"";"";"";"";"";"";"";""
"Effnetplattformen Dividend";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"EFFP";"Aktier";"Q1-2018";"";"";-7.068019;7.66085;2.50597;"";"";"";"";"";"";"";""
"Efore";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"EFO1V";"Aktier";"Q4-2017";-0.3704545;"";-25.88785;0.2194438;2.206978;"";"";"";"";"";"";"";""
"Egetaepper";"Denmark";"Small Cap";"Industri";"Produktion";"EGE B";"Aktier";"Q3-2018";5.1;"";16.73124;0.5623593;1.294485;"";"";"";"";"";"";"";""
"EgnsINVEST";"Denmark";"First North";"Finans & Fastighet";"Fastigheter";"EGNETY";"Aktier";"Q4-2017";"";"";9.515061;10.69439;1.016245;"";"";"";"";"";"";"";""
"Eidesvik Offshore";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"EIOF";"Aktier";"Q1-2018";"";"";-5.73265;0.3279566;0.1231533;"";"";"";"";"";"";"";""
"Ekornes";"Norge";"OB Match";"Sällanköpsvaror";"Konsument";"EKO";"Aktier";"Q1-2018";0.5222222;"";22.10854;1.625741;4.358295;"";"";"";"";"";"";"";""
"Elanders";"Sverige";"Mid Cap";"Sällanköpsvaror";"Media";"ELAN B";"Aktier";"Q1-2018";0.6804382;1.607333;16.59873;0.2483325;0.934037;2302.619;0.04304379;18.99753;0.05014323;3.30046;-144.9117;-0.01590702;1199.812
"Elecster";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"ELEAV";"Aktier";"Q1-2018";1.2;"";17.86584;1.022368;1.671789;"";"";"";"";"";"";"";""
"Electra Gruppen";"Sverige";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"ELEC";"Aktier";"Q1-2018";"";4.056666;11.23252;0.1504482;1.288965;249.6172;0.1478316;5.103;0.1419379;4.991227;28.121;"";248.9316
"Electrolux A";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"ELUX A";"Pref";"Q1-2018";"";5.99;12.34949;0.5316816;2.962069;53991.43;0.1011907;286.0067;0.148928;9.7771;2335.333;0.01163056;47542.77
"Electrolux B";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"ELUX B";"Aktier";"Q1-2018";2.510272;5.99;12.22269;0.5262223;2.931654;50870.23;0.1011907;286.0067;0.148928;9.7771;2335.333;0.01163056;44421.57
"Electromagnetic Geoservices";"Norge";"OB Match";"Energi";"Olja & Gas";"EMGS";"Aktier";"Q1-2018";"";"";-1.65522;1.061621;2.646796;"";"";"";"";"";"";"";""
"Elekta";"Sverige";"Large Cap";"Hälsovård";"Sjukvård";"EKTA B";"Aktier";"Q4-2018";11.51932;0.8258333;37.30979;3.618055;5.141495;23478.68;0.1694323;377.0093;0.1711624;1.700874;247.4;0.1053801;22388.21
"Element";"Norge";"OB Match";"Material";"Gruv & Metall";"ELE";"Aktier";"Q4-2017";"";"";-9.312904;"";4.737038;"";"";"";"";"";"";"";""
"Elisa";"Finland";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"ELISA";"Aktier";"Q1-2018";4.785822;1.308;17.88178;3.350769;5.39192;4072.544;0.1280525;155.7769;0.2220862;1.37354;199.1533;"";3248.451
"Elkem";"Norge";"OB Standard";"Industri";"Produktion";"ELK";"Aktier";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Ellen";"Sverige";"First North";"Hälsovård";"Bioteknik";"ELN";"Aktier";"Q4-2017";"";"";-4.12783;2.345162;3.222765;"";"";"";"";"";"";"";""
"Elos";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"ELOS B";"Aktier";"Q1-2018";10.64264;1.153333;19.88605;0.7549077;0.9138762;577.7832;0.06449867;6.0318;0.1022771;4.438119;15.80553;"";331.0113
"Eltel";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"ELTEL";"Aktier";"Q1-2018";"";"";-7.300898;0.3005238;1.346648;"";"";"";"";"";"";"";""
"EMAS Offshore";"Norge";"OB Standard";"Energi";"Olja & Gas";"EMAS";"Aktier";"Q2-2017";"";"";-0.1022603;0.0867248;0.5474634;"";"";"";"";"";"";"";""
"Emotra";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"EMOT";"Aktier";"Q1-2018";"";"";-2.114804;"";3.082565;"";"";"";"";"";"";"";""
"Empir Group";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"EMPIR B";"Aktier";"Q1-2018";-0.787856;3.174667;14.55572;0.3846906;0.8099133;24.56727;-1.163591;0.7322266;-0.06176855;-4.298687;-4.039134;"";38.15247
"Enalyzer";"Denmark";"First North";"Informationsteknik";"Programvara & Internet";"ENALYZ";"Aktier";"Q4-2017";"";"";13.03625;0.5821251;1.294741;"";"";"";"";"";"";"";""
"Endomines";"Sverige";"Small Cap";"Material";"Gruv & Metall";"ENDO";"Aktier";"Q1-2018";"";"";-4.16198;1.863476;0.8455921;"";"";"";"";"";"";"";""
"Endomines Oyj";"Finland";"Small Cap";"Material";"Gruv & Metall";"ENDOM";"Aktier";"Q1-2018";"";"";-3.847803;1.721977;0.7813841;"";"";"";"";"";"";"";""
"Enea";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"ENEA";"Aktier";"Q1-2018";4.944042;2.02;20.64681;2.726835;2.103791;909.1613;0.188889;17.428;0.1301408;3.370694;-13.0312;"";1019.815
"Enersize";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"ENERS";"Aktier";"Q4-2017";"";"";-7.051593;40.10525;7.680253;"";"";"";"";"";"";"";""
"Engelska Skolan";"Sverige";"Mid Cap";"Sällanköpsvaror";"Konsument";"ENG";"Aktier";"Q3-2018";"";"";19.5241;1.193894;2.914855;"";"";"";"";"";"";"";""
"Eniro";"Sverige";"Small Cap";"Sällanköpsvaror";"Media";"ENRO";"Aktier";"Q1-2018";-0.9999598;3680.667;2.385926;0.213615;0.3035371;7970.784;-0.09864183;6.109327;-0.2488681;4290.451;170.2;-0.4116689;3156.051
"Eniro pref";"Sverige";"Small Cap";"Sällanköpsvaror";"Media";"ENRO PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Enorama Pharma";"Sverige";"First North";"Hälsovård";"Sjukvård";"ERMA";"Aktier";"Q1-2018";"";"";-65.67136;68.63793;154.3839;"";"";"";"";"";"";"";""
"EnQuest";"Sverige";"Mid Cap";"Energi";"Olja & Gas";"ENQ";"Aktier";"Q4-2017";"";"";-9.855422;0.9554315;0.7879001;"";"";"";"";"";"";"";""
"Enrad";"Sverige";"Aktietorget";"Industri";"Byggprodukter";"ENRAD";"Aktier";"Q1-2018";"";"";-3.107709;2.508254;1.63528;"";"";"";"";"";"";"";""
"Entra";"Norge";"OB Match";"Finans & Fastighet";"Fastigheter";"ENTRA";"Aktier";"Q1-2018";"";"";5.204094;10.25914;1.09708;"";"";"";"";"";"";"";""
"Envirologic";"Sverige";"Aktietorget";"Industri";"Tjänster & Leverans";"ENVI B";"Aktier";"Q1-2018";"";"";6.898138;1.877263;3.138348;"";"";"";"";"";"";"";""
"Enzymatica";"Sverige";"First North";"Hälsovård";"Läkemedel";"ENZY";"Aktier";"Q1-2018";"";"";-13.269;6.159268;3.931408;"";"";"";"";"";"";"";""
"Eolus Vind";"Sverige";"Small Cap";"Kraftförsörjning";"Energiproducenter";"EOLU B";"Aktier";"Q2-2018";"";"";17.51421;1.887258;1.341806;"";"";"";"";"";"";"";""
"EOS Russia";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"EOS";"Aktier";"Q4-2017";"";"";1.757788;"";0.7043715;"";"";"";"";"";"";"";""
"Epic Gas";"Norge";"Merkur Market";"Energi";"Olja & Gas";"EPIC-ME";"Aktier";"Q4-2017";"";"";-2.956008;0.6547714;0.3745002;"";"";"";"";"";"";"";""
"Episurf";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"EPIS B";"Aktier";"Q1-2018";"";"";-3.057395;53.12036;2.347316;"";"";"";"";"";"";"";""
"eQ Oyj";"Finland";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"EQV1V";"Aktier";"Q1-2018";"";"";19.09154;7.480321;6.443776;"";"";"";"";"";"";"";""
"EQL Pharma";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"EQL";"Aktier";"Q1-2018";"";"";-375;7.041868;3.951757;"";"";"";"";"";"";"";""
"Equinor";"Norge";"OBX";"Energi";"Olja & Gas";"EQNR";"Aktier";"Q1-2018";2.690598;"";18.82728;1.382281;2.119758;"";"";"";"";"";"";"";""
"Ericsson A";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"ERIC A";"Pref";"Q1-2018";0.4187844;2.196667;-8.389524;1.063607;2.275667;229599.3;0.06344934;3216.667;0.05196287;2.38072;7349.333;"";263512.4
"Ericsson B";"Sverige";"Large Cap";"Informationsteknik";"Kommunikation";"ERIC B";"Aktier";"Q1-2018";0.6045;2.196667;-8.386911;1.063276;2.274959;233393.7;0.06344934;3216.667;0.05196287;2.38072;7349.333;"";267306.8
"Erria";"Denmark";"First North";"Industri";"Tjänster & Leverans";"ERRIA";"Aktier";"Q4-2017";"";"";-174.221;0.4774466;1860.848;"";"";"";"";"";"";"";""
"ESEN eSports";"Sverige";"Aktietorget";"Sällanköpsvaror";"Betting & Spel";"ESEN";"Aktier";"Q1-2018";"";"";-4.414645;4.63107;9.006014;"";"";"";"";"";"";"";""
"Esoft Systems";"Denmark";"First North";"Informationsteknik";"Programvara & Internet";"ESOFT";"Aktier";"Q4-2017";"";"";12.8319;0.6568314;2.929448;"";"";"";"";"";"";"";""
"Essity A";"Sverige";"Large Cap";"Dagligvaror";"Konsumentprodukter";"ESSITY A";"Pref";"Q1-2018";"";"";19.38337;1.404387;3.428168;"";"";"";"";"";"";"";""
"Essity B";"Sverige";"Large Cap";"Dagligvaror";"Konsumentprodukter";"ESSITY B";"Aktier";"Q1-2018";"";"";19.40933;1.406268;3.432759;"";"";"";"";"";"";"";""
"Etrion";"Sverige";"Small Cap";"Kraftförsörjning";"Energiproducenter";"ETX";"Aktier";"Q4-2017";"";"";3.907229;3.495749;8.458868;"";"";"";"";"";"";"";""
"Etteplan";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"ETTE";"Aktier";"Q1-2018";7.38;"";17.4438;0.9461907;3.463088;"";"";"";"";"";"";"";""
"Eurocine Vaccines";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"EUCI";"Aktier";"Q3-2018";"";"";-2.591025;"";5.903879;"";"";"";"";"";"";"";""
"Eurocon";"Sverige";"Aktietorget";"Industri";"Tjänster & Leverans";"EURO";"Aktier";"Q1-2018";"";"";11.09325;1.164421;3.195269;"";"";"";"";"";"";"";""
"Euroinvestor";"Denmark";"Small Cap";"Informationsteknik";"Programvara & Internet";"EI";"Aktier";"Q4-2017";"";"";-178.1737;2.813247;1.071401;"";"";"";"";"";"";"";""
"European institute";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"EURI B";"Aktier";"Q1-2018";"";"";-2.735157;9.251873;2.862399;"";"";"";"";"";"";"";""
"Europris";"Norge";"OB Match";"Dagligvaror";"Konsumentprodukter";"EPR";"Aktier";"Q1-2018";"";"";11.03312;0.7951326;2.472451;"";"";"";"";"";"";"";""
"Everysport Media";"Sverige";"Aktietorget";"Informationsteknik";"Kommunikation";"EVERY A";"Aktier";"Q1-2018";"";"";-3.699789;0.8656576;4.252428;"";"";"";"";"";"";"";""
"Evli Pankki";"Finland";"Mid Cap";"Finans & Fastighet";"Bank";"EVLI";"Aktier";"Q1-2018";"";"";12.20238;3.17289;3.507644;"";"";"";"";"";"";"";""
"Evolution Gaming";"Sverige";"Large Cap";"Sällanköpsvaror";"Betting & Spel";"EVO";"Aktier";"Q1-2018";"";"";30.45444;10.53027;15.06663;"";"";"";"";"";"";"";""
"eWork";"Sverige";"Small Cap";"Industri";"Bemanning";"EWRK";"Aktier";"Q1-2018";"";"";19.99093;0.1559456;8.804679;"";"";"";"";"";"";"";""
"EVRY";"Norge";"OB Match";"Informationsteknik";"IT-Tjänster";"EVRY";"Aktier";"Q1-2018";"";"";605.0955;0.8369344;3.666888;"";"";"";"";"";"";"";""
"Exalt";"Sverige";"Aktietorget";"Telekommunikation";"Telekommunikationstjänster";"EXALT";"Aktier";"Q1-2018";"";"";8.76033;1.017666;2.48982;"";"";"";"";"";"";"";""
"Exel Composites";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"EXL1V";"Aktier";"Q4-2017";0.9409837;"";16.72316;0.8165352;2.444221;"";"";"";"";"";"";"";""
"Exeotech Invest";"Sverige";"NGM";"Informationsteknik";"Kommunikation";"ETIN MTF";"Aktier";"Q4-2017";"";"";-0.877193;0.2927448;0.5605398;"";"";"";"";"";"";"";""
"ExpreS2ion Biotech";"Sverige";"First North";"Hälsovård";"Bioteknik";"EXPRS2";"Aktier";"Q1-2018";"";"";-6.334914;8.943832;3.464732;"";"";"";"";"";"";"";""
"Eyeonid";"Sverige";"NGM";"Informationsteknik";"IT-Tjänster";"EOID MTF";"Aktier";"Q4-2017";"";"";-39.45051;126.3108;12.72526;"";"";"";"";"";"";"";""
"F.E. Bording";"Denmark";"Small Cap";"Informationsteknik";"Kommunikation";"BORD B";"Aktier";"Q4-2017";1.804348;"";95.70301;0.3374998;1.322908;"";"";"";"";"";"";"";""
"Fabege";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"FABG";"Aktier";"Q1-2018";5.065985;1.691667;4.723944;14.63452;1.124737;34424.86;0.06534762;340.2912;0.1420023;7.327426;294.2667;0.1434918;15239.99
"Facebook";"USA";"NYSE & Nasdaq
";"Informationsteknik";"Programvara & Internet";"FB";"Aktier";"Q1-2018";"";"";30.10893;12.05234;6.923184;"";"";"";"";"";"";"";""
"Fagerhult";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"FAG";"Aktier";"Q1-2018";7.043801;0.8592266;20.31731;1.890318;4.836499;4698.295;0.1021545;113.5377;0.1837835;1.825227;-20.05333;0.134493;3876.181
"Fast Balder";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"BALD B";"Aktier";"Q1-2018";28.12881;"";5.262116;6.201423;0.9422194;"";"";"";"";"";"";"";""
"Fast Ejendom";"Denmark";"Small Cap";"Finans & Fastighet";"Fastigheter";"FED";"Aktier";"Q4-2017";"";"";7.991822;3.010395;0.7496216;"";"";"";"";"";"";"";""
"Fast Partner";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"FPAR";"Aktier";"Q1-2018";20.76026;0.8777333;6.810818;6.581694;1.173981;9099.886;0.07189482;159.1844;0.1643715;3.41476;-677.4134;0.3219627;3778.034
"Fast Partner Pref";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"FPAR PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
