"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"Fastator";"Sverige";"First North";"Industri";"Byggprodukter";"ABFAST";"Aktier";"Q1-2018";"";"";9.697847;6.261849;0.6391633;"";"";"";"";"";"";"";""
"FastOut Int.";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";"FOUT";"Aktier";"Q1-2018";"";"";-3.176044;2.702868;2.758744;"";"";"";"";"";"";"";""
"FastPassCorp";"Denmark";"First North";"Informationsteknik";"Programvara & Internet";"FASTPC";"Aktier";"Q4-2017";"";"";38.69954;6.536296;2.860852;"";"";"";"";"";"";"";""
"Feelgood";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"FEEL";"Aktier";"Q1-2018";2.730392;0.01733333;15.5433;0.5700855;2.241203;263.9795;0.04476491;97.07934;0.04879091;0.07417334;-0.3529997;"";205.2569
"Fenix Outdoor";"Sverige";"Mid Cap";"Sällanköpsvaror";"kläder & Textil";"FOI B";"Aktier";"Q1-2018";36.47212;4.083553;21.22628;2.393616;5.361015;3700.896;0.2538234;13.29014;0.21466;16.45327;99.71654;0.2322753;3767.655
"Ferronordic Machines";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"FNM";"Aktier";"Q1-2018";"";"";13.11073;0.7557454;3.074252;"";"";"";"";"";"";"";""
"Filo Mining";"Sverige";"First North";"Material";"Gruv & Metall";"FIL";"Aktier";"Q1-2018";"";"";-6.94329;"";8.695686;"";"";"";"";"";"";"";""
"Finepart";"Sverige";"Aktietorget";"Industri";"Byggprodukter";"FINE";"Aktier";"Q1-2018";"";"";-3.932317;4.314552;3.948383;"";"";"";"";"";"";"";""
"Fingerprint Cards";"Sverige";"Large Cap";"Informationsteknik";"Elektronisk utrustning";"FING B";"Aktier";"Q1-2018";2.561413;"";-23.88116;0.7758154;0.9079149;4533.616;0.2656488;196.0717;-0.09529979;0.43244;8.045138;"";4821.927
"Finnair";"Finland";"Large Cap";"Industri";"Tjänster & Leverans";"FIA1S";"Aktier";"Q1-2018";2.41626;"";7.48085;0.4912217;1.376744;"";"";"";"";"";"";"";""
"Firefly";"Sverige";"First North";"Industri";"Tjänster & Leverans";"FIRE";"Aktier";"Q1-2018";"";"";20.25251;1.286987;6.086338;"";"";"";"";"";"";"";""
"FirstFarms";"Denmark";"Small Cap";"Dagligvaror";"Livsmedel";"FFARMS";"Aktier";"Q4-2017";"";"";83.35883;1.468361;0.8885766;"";"";"";"";"";"";"";""
"Fiskars";"Finland";"Large Cap";"Sällanköpsvaror";"Konsument";"FSKRS";"Aktier";"Q1-2018";3.356823;"";16.88222;1.400122;1.295919;"";"";"";"";"";"";"";""
"FIT Biotech";"Finland";"First North";"Hälsovård";"Bioteknik";"FITBIO";"Aktier";"Q4-2017";"";"";-0.01489758;0.08202471;-0.003688372;"";"";"";"";"";"";"";""
"Fjord1";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"FJORD";"Aktier";"Q4-2017";"";"";10.12191;1.961251;2.690331;"";"";"";"";"";"";"";""
"Fjordkraft";"Norge";"OB Standard";"Kraftförsörjning";"Energiproducenter";"FKRAFT";"Aktier";"Q4-2017";"";"";14.10203;0.7979463;4.960029;"";"";"";"";"";"";"";""
"FLEX LNG";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"FLNG";"Aktier";"Q4-2017";"";"";-52.61969;20.03142;1.052562;"";"";"";"";"";"";"";""
"Flexqube";"Sverige";"First North";"Industri";"Handel & Distribution";"FLEXQ";"Aktier";"Q1-2018";"";"";-67.3661;6.20899;6.736059;"";"";"";"";"";"";"";""
"FLSmidth & Co.";"Denmark";"Large Cap";"Industri";"Produktion";"FLS";"Aktier";"Q1-2018";6.122951;"";415.2332;1.208593;2.692058;"";"";"";"";"";"";"";""
"Flugger";"Denmark";"Small Cap";"Industri";"Byggprodukter";"FLUG B";"Aktier";"Q3-2018";0.3612167;"";24.58167;0.5609776;1.305407;"";"";"";"";"";"";"";""
"Fluicell";"Sverige";"First North";"Hälsovård";"Läkemedel";"FLUI";"Aktier";"Q1-2018";"";"";-10.71982;71.67369;2.561957;"";"";"";"";"";"";"";""
"FM Mattsson";"Sverige";"Small Cap";"Industri";"Byggprodukter";"FMM B";"Aktier";"Q1-2018";"";"";17.3471;0.9385563;2.086201;"";"";"";"";"";"";"";""
"Follicum";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"FOLLI";"Aktier";"Q1-2018";"";"";-3.673469;"";4.141984;"";"";"";"";"";"";"";""
"Fondia";"Finland";"First North";"Industri";"Tjänster & Leverans";"FONDIA";"Aktier";"Q4-2017";"";"";31.62572;2.691187;7.159503;"";"";"";"";"";"";"";""
"Footway Pref";"Sverige";"First North";"Sällanköpsvaror";"kläder & Textil";"FOOT PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Formpipe Software";"Sverige";"Small Cap";"Informationsteknik";"Programvara & Internet";"FPIP";"Aktier";"Q1-2018";"";"";29.18823;2.36008;2.434023;"";"";"";"";"";"";"";""
"Fortnox";"Sverige";"NGM";"Informationsteknik";"IT-Tjänster";"FNOX MTF";"Aktier";"Q1-2018";"";"";76.26033;12.17193;39.14688;"";"";"";"";"";"";"";""
"Fortum";"Finland";"Large Cap";"Kraftförsörjning";"Energiproducenter";"FORTUM";"Aktier";"Q1-2018";2.022489;"";19.57472;3.622467;1.478046;"";"";"";"";"";"";"";""
"Fram Skandinavien";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"FRAM B";"Aktier";"Q1-2018";"";"";-216.4599;16.44675;5.926381;"";"";"";"";"";"";"";""
"Fred. Olsen Energy";"Norge";"OB Match";"Energi";"Olja & Gas";"FOE";"Aktier";"Q1-2018";0.1017545;"";-0.3713362;0.4032911;0.1874966;"";"";"";"";"";"";"";""
"Free2Move";"Sverige";"NGM";"Informationsteknik";"Kommunikation";"F2M MTF";"Aktier";"Q4-2017";"";"";-0.001299039;0.004119835;0.0006198964;"";"";"";"";"";"";"";""
"Freedesk";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"FREESK";"Aktier";"Q1-2018";"";"";-0.4285102;1.282288;1.016412;"";"";"";"";"";"";"";""
"FRISQ";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"FRISQ";"Aktier";"Q1-2018";"";"";-12.26183;327.4281;1.796295;"";"";"";"";"";"";"";""
"Frontline";"Norge";"OB Match";"Energi";"Olja & Gas";"FRO";"Aktier";"Q4-2017";-0.8991691;"";-3.810588;1.561557;0.8500533;"";"";"";"";"";"";"";""
"FrontOffice Nordic";"Sverige";"NGM";"Finans & Fastighet";"Bank";"FRNT MTF B";"Aktier";"Q1-2018";"";"";13.36278;3.799236;1.847723;"";"";"";"";"";"";"";""
"F-Secure";"Finland";"Mid Cap";"Informationsteknik";"Programvara & Internet";"FSC1V";"Aktier";"Q1-2018";4.381944;"";58.27068;3.666754;8.424865;"";"";"";"";"";"";"";""
"Funcom";"Norge";"OB Match";"Sällanköpsvaror";"Betting & Spel";"FUNCOM";"Aktier";"Q1-2018";"";"";-83.34583;13.10053;5.355355;"";"";"";"";"";"";"";""
"Future Gaming";"Sverige";"Aktietorget";"Sällanköpsvaror";"Betting & Spel";"FGG";"Aktier";"Q1-2018";"";"";81.42857;5.332676;2.349082;"";"";"";"";"";"";"";""
"FX International";"Sverige";"Aktietorget";"Finans & Fastighet";"Bank";"FXI";"Aktier";"Q3-2018";"";"";-3.117721;114.7345;2.49752;"";"";"";"";"";"";"";""
"Fynske Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"FYNBK";"Aktier";"Q1-2018";"";"";7.102551;2.731321;0.6823032;"";"";"";"";"";"";"";""
"G4S";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"G4S";"Aktier";"Q4-2017";"";"";18.66592;0.5627321;5.182432;"";"";"";"";"";"";"";""
"G5 Entertainment";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"G5EN";"Aktier";"Q1-2018";"";"";44.22873;3.981076;18.5851;"";"";"";"";"";"";"";""
"Gabather";"Sverige";"First North";"Hälsovård";"Läkemedel";"GABA";"Aktier";"Q1-2018";"";"";-4.768877;25.99402;1.866805;"";"";"";"";"";"";"";""
"Gabriel Holding";"Denmark";"Small Cap";"Industri";"Byggprodukter";"GABR";"Aktier";"Q2-2018";"";"";25.58685;1.771562;5.133732;"";"";"";"";"";"";"";""
"Gaming Corps";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"GCOR";"Aktier";"Q1-2018";"";"";-1.367213;1.246072;3.393419;"";"";"";"";"";"";"";""
"Gaming Innovation";"Norge";"OB Match";"Sällanköpsvaror";"Betting & Spel";"GIG";"Aktier";"Q1-2018";"";"";177.1331;3.656116;4.349369;"";"";"";"";"";"";"";""
"Gapwaves";"Sverige";"First North";"Informationsteknik";"Kommunikation";"GAPW B";"Aktier";"Q1-2018";"";"";-9.17608;29.7527;18.86115;"";"";"";"";"";"";"";""
"GARO";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"GARO";"Aktier";"Q1-2018";"";"";19.44316;2.032501;6.105647;"";"";"";"";"";"";"";""
"Gasporox";"Sverige";"First North";"Industri";"Handel & Distribution";"GPX";"Aktier";"Q1-2018";"";"";-8.518637;5.074124;3.997795;"";"";"";"";"";"";"";""
"Gate Ventures";"Denmark";"First North";"Sällanköpsvaror";"Media";"GATE";"Aktier";"Q3-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"GC Rieber Shipping";"Norge";"OB Standard";"Industri";"Tjänster & Leverans";"RISH";"Aktier";"Q4-2017";"";"";-2.819833;1.388898;0.3218228;"";"";"";"";"";"";"";""
"Generic Sweden";"Sverige";"First North";"Informationsteknik";"Kommunikation";"GENI";"Aktier";"Q1-2018";"";"";-10.72717;1.663428;1.978289;"";"";"";"";"";"";"";""
"Genesis IT";"Sverige";"Aktietorget";"Informationsteknik";"IT-Tjänster";"GENE";"Aktier";"Q1-2018";"";"";9.60332;2.061562;1.889123;"";"";"";"";"";"";"";""
"Genmab";"Denmark";"Large Cap";"Hälsovård";"Bioteknik";"GEN";"Aktier";"Q1-2018";26.93714;"";46.32981;21.31197;9.138086;"";"";"";"";"";"";"";""
"Genova Property Pref";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"GPG PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Genovis";"Sverige";"First North";"Hälsovård";"Läkemedel";"GENO";"Aktier";"Q1-2018";"";"";-34.37788;8.764824;13.39308;"";"";"";"";"";"";"";""
"Gentian Diagnostics";"Norge";"Merkur Market";"Hälsovård";"Sjukvård";"GENT-ME";"Aktier";"Q4-2017";"";"";-50.74737;22.00063;3.917954;"";"";"";"";"";"";"";""
"German High Street";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"GERHSP B";"Aktier";"Q4-2017";"";"";5.664852;10.34819;0.8464211;"";"";"";"";"";"";"";""
"Getinge";"Sverige";"Large Cap";"Hälsovård";"Sjukvård";"GETI B";"Aktier";"Q1-2018";0.8386886;2.653333;30.33654;1.169537;1.206672;48880.29;0.06440078;230.1133;0.1395845;6.897193;-318.86;-0.01804448;34417.17
"GHP Specialty Care";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"GHP";"Aktier";"Q1-2018";"";"";70.35211;0.6743917;1.847136;"";"";"";"";"";"";"";""
"Gjensidige Forsikring";"Norge";"OBX";"Finans & Fastighet";"Bank";"GJF";"Aktier";"Q1-2018";"";"";16.53112;2.239228;2.710404;"";"";"";"";"";"";"";""
"Glaston";"Finland";"Small Cap";"Industri";"Byggprodukter";"GLA1V";"Aktier";"Q1-2018";-0.844335;"";24.81675;0.801438;2.4648;"";"";"";"";"";"";"";""
"Global Gaming 555";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"GLOBAL";"Aktier";"Q1-2018";"";"";9.291298;1.910398;4.267927;"";"";"";"";"";"";"";""
"Glunz & Jensen";"Denmark";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"GJ";"Aktier";"Q2-2018";"";"";-2.694989;0.4616809;1.506334;"";"";"";"";"";"";"";""
"Glycorex Transplantation";"Sverige";"NGM";"Hälsovård";"Läkemedel";"GTAB B";"Aktier";"Q1-2018";"";"";-12.4053;4.757387;3.665333;"";"";"";"";"";"";"";""
"GN Store Nord";"Denmark";"Large Cap";"Informationsteknik";"Elektronisk utrustning";"GN";"Aktier";"Q1-2018";7.934307;"";29.63932;3.456075;7.688312;"";"";"";"";"";"";"";""
"Gofore";"Finland";"First North";"Informationsteknik";"IT-Tjänster";"GOFORE";"Aktier";"Q4-2017";"";"";34.41533;3.326203;6.39982;"";"";"";"";"";"";"";""
"Gold Town Games";"Sverige";"NGM";"Sällanköpsvaror";"Betting & Spel";"GTG MTF";"Aktier";"Q4-2017";"";"";-9.657393;6.535376;3.367981;"";"";"";"";"";"";"";""
"GoldBlue";"Sverige";"NGM";"Sällanköpsvaror";"Betting & Spel";"GOLDB MTF";"Aktier";"Q4-2017";"";"";-4.970047;0.9722853;1.996548;"";"";"";"";"";"";"";""
"Golden Ocean";"Norge";"OBX";"Industri";"Tjänster & Leverans";"GOGL";"Aktier";"Q4-2017";"";"";-404.5139;2.063887;0.635479;"";"";"";"";"";"";"";""
"GomSpace";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"GOMX";"Aktier";"Q1-2018";"";"";-33.67019;16.82454;6.542738;"";"";"";"";"";"";"";""
"Goodtech";"Norge";"OB Match";"Informationsteknik";"IT-Tjänster";"GOD";"Aktier";"Q1-2018";0.3395145;"";-8.507175;0.1961986;0.4447409;"";"";"";"";"";"";"";""
"Google";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"GOOGL";"Aktier";"Q1-2018";"";"";44.96112;6.379606;4.651113;"";"";"";"";"";"";"";""
"Greater Than";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"GREAT";"Aktier";"Q1-2018";"";"";-15.87208;18.15521;11.64166;"";"";"";"";"";"";"";""
"Green Landscaping";"Sverige";"First North";"Industri";"Tjänster & Leverans";"GREEN";"Aktier";"Q1-2018";"";"";-26.38424;0.8347298;5.665126;"";"";"";"";"";"";"";""
"GreenMobility";"Denmark";"First North";"Industri";"Tjänster & Leverans";"GREENM";"Aktier";"Q1-2018";"";"";-7.623044;11.67798;9.269495;"";"";"";"";"";"";"";""
"Grieg Seafood";"Norge";"OBX";"Dagligvaror";"Livsmedel";"GSF";"Aktier";"Q1-2018";"";"";11.44005;1.353521;2.779169;"";"";"";"";"";"";"";""
"Grong Sparebank";"Norge";"Merkur Market";"Finans & Fastighet";"Bank";"GRONG-ME";"Aktier";"Q4-2017";"";"";6.394671;1.570218;0.4277773;"";"";"";"";"";"";"";""
"Gränges";"Sverige";"Mid Cap";"Industri";"Produktion";"GRNG";"Aktier";"Q1-2018";"";"";13.41424;0.7646126;2.46604;"";"";"";"";"";"";"";""
"Grönlandsbanken";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"GRLA";"Aktier";"Q1-2018";0.9496855;"";12.73509;3.588817;1.195902;"";"";"";"";"";"";"";""
"Guideline Geo";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"GGEO";"Aktier";"Q1-2018";"";"";-3.403756;0.4323286;0.3443477;"";"";"";"";"";"";"";""
"Gullberg & Jansson";"Sverige";"Aktietorget";"Industri";"Byggprodukter";"GJAB";"Aktier";"Q1-2018";"";"";-3181.818;0.3548783;1.035821;"";"";"";"";"";"";"";""
"Gunnebo";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"GUNN";"Aktier";"Q1-2018";-0.4568035;0.974;18.19917;0.3783728;1.193976;4118.86;0.03095847;69.43513;0.05071558;1.221213;47.14667;-0.08277425;2877.133
"GWS Production";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"GWS";"Aktier";"Q1-2018";"";"";-3.283582;2.042917;2.03406;"";"";"";"";"";"";"";""
"Gyldendal";"Norge";"OB Standard";"Sällanköpsvaror";"Media";"GYL";"Aktier";"Q4-2017";1.480713;"";13.7886;0.5222943;1.275033;"";"";"";"";"";"";"";""
"Gyldendal A";"Denmark";"Small Cap";"Sällanköpsvaror";"Media";"GYLD A";"Pref";"Q4-2017";"";"";41.27508;1.563447;3.816711;"";"";"";"";"";"";"";""
"Gyldendal B";"Denmark";"Small Cap";"Sällanköpsvaror";"Media";"GYLD B";"Aktier";"Q4-2017";1.32;"";21.04576;0.7971861;1.946103;"";"";"";"";"";"";"";""
"Götenehus Group";"Sverige";"First North";"Industri";"Byggnation";"GHUS B";"Aktier";"Q1-2018";"";"";6.320741;0.3405444;1.643108;"";"";"";"";"";"";"";""
"H&D Wireless";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"HDW B";"Aktier";"Q4-2017";"";"";-15.75806;408.5094;4.128567;"";"";"";"";"";"";"";""
"Haldex";"Sverige";"Mid Cap";"Industri";"Produktion";"HLDX";"Aktier";"Q1-2018";2.335876;2.006667;39.03647;0.8848545;2.68991;3109.719;0.1205444;36.806;0.1740411;6.181134;180.3333;0.008247185;2242.919
"Hamlet Pharma";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"HAMLET";"Aktier";"Q3-2018";"";"";-23.17486;"";19.57691;"";"";"";"";"";"";"";""
"Hancap Pref";"Sverige";"First North";"Industri";"Tjänster & Leverans";"HANC PREF A";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Handelsbanken A";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"SHB A";"Aktier";"Q1-2018";1.208829;4.244427;11.99528;4.571154;1.457415;226204.6;0.006503499;1922.493;0.1425306;7.079493;8097.4;0.05097713;155993.8
"Handelsbanken B";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"SHB B";"Pref";"Q1-2018";1.479668;4.244427;12.86338;4.901968;1.562888;226049.8;0.006503499;1922.493;0.1425306;7.079493;8097.4;0.05097713;155839
"Handicare";"Sverige";"Mid Cap";"Hälsovård";"Sjukvård";"HANDI";"Aktier";"Q1-2018";"";"";-125.4878;0.8761471;1.416624;"";"";"";"";"";"";"";""
"Hansa Medical";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"HMED";"Aktier";"Q1-2018";"";"";-48.68611;2918.594;14.65696;"";"";"";"";"";"";"";""
"Hanza";"Sverige";"First North";"Industri";"Produktion";"HANZA";"Aktier";"Q1-2018";"";"";16.8352;0.2477259;0.9480339;"";"";"";"";"";"";"";""
"Harboes Bryggeri";"Denmark";"Small Cap";"Dagligvaror";"Livsmedel";"HARB B";"Aktier";"Q4-2017";0.3641791;"";13.2341;0.2915099;0.5499631;"";"";"";"";"";"";"";""
"Harvia";"Finland";"Small Cap";"Industri";"Byggprodukter";"HARVIA";"Aktier";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Havila Shipping";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"HAVI";"Aktier";"Q4-2017";"";"";0.3899495;0.2965101;0.4168363;"";"";"";"";"";"";"";""
"Havsfrun Investment";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"HAV B";"Aktier";"Q1-2018";0.4388191;1.516667;-51.76014;"";0.8859344;-106.2189;-0.01756477;12.44467;-0.01689677;-0.2441266;1.707471;"";283.9205
"Havyard Group";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"HYARD";"Aktier";"Q4-2017";"";"";-5.150803;0.2465004;0.6825978;"";"";"";"";"";"";"";""
"Heba";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"HEBA B";"Aktier";"Q1-2018";3.400035;1.318;10.81921;13.06705;1.034752;4294.503;0.06917771;41.28001;0.1072233;6.84356;-182.7634;0.1799181;2941.585
"Hedera";"Sverige";"First North";"Industri";"Bemanning";"HEGR";"Aktier";"Q1-2018";"";"";29.85075;0.3055278;7.022647;"";"";"";"";"";"";"";""
"Heeros";"Finland";"First North";"Informationsteknik";"IT-Tjänster";"HEEROS";"Aktier";"Q4-2017";"";"";-10.72682;1.281937;3.727217;"";"";"";"";"";"";"";""
"Heimstaden Pref";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"HEIM PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Heliospectra";"Sverige";"First North";"Industri";"Tjänster & Leverans";"HELIO";"Aktier";"Q1-2018";"";"";-8.897347;6.107003;6.328011;"";"";"";"";"";"";"";""
"Hemcheck Sweden";"Sverige";"First North";"Hälsovård";"Sjukvård";"HEMC";"Aktier";"Q1-2018";"";"";-16.87737;35.3734;1.487221;"";"";"";"";"";"";"";""
"Hemfosa";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"HEMF";"Aktier";"Q1-2018";"";"";6.164274;5.449852;0.9448088;"";"";"";"";"";"";"";""
"Hemfosa Pref";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"HEMF PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Hennes & Mauritz";"Sverige";"Large Cap";"Sällanköpsvaror";"kläder & Textil";"HM B";"Aktier";"Q1-2018";0.4804469;8.266666;14.52341;1.100841;3.552941;324065.3;0.5241642;1655;0.3617738;9.340633;11662.79;0.05920275;339211.5
"Herantis Pharma";"Finland";"First North";"Hälsovård";"Läkemedel";"HRTIS";"Aktier";"Q4-2017";"";"";-14.54545;13.95796;7.695648;"";"";"";"";"";"";"";""
"Hexagon";"Sverige";"Large Cap";"Informationsteknik";"Elektronisk utrustning";"HEXA B";"Aktier";"Q1-2018";33.75977;2.437073;25.32979;5.249614;3.68102;74252.97;0.07609747;320.7359;0.1291881;8.675047;-1210.744;0.2145309;61217.7
"Hexagon Composites";"Norge";"OB Match";"Industri";"Produktion";"HEX";"Aktier";"Q1-2018";19.39895;"";48.67777;2.761477;2.951116;"";"";"";"";"";"";"";""
"Hexatronic";"Sverige";"Mid Cap";"Informationsteknik";"Kommunikation";"HTRO";"Aktier";"Q1-2018";"";"";25.04507;1.74729;5.360574;"";"";"";"";"";"";"";""
"Hexpol";"Sverige";"Large Cap";"Industri";"Produktion";"HPOL B";"Aktier";"Q1-2018";"";"";20.75376;2.609055;4.21178;"";"";"";"";"";"";"";""
"HH International";"Denmark";"Small Cap";"Industri";"Byggprodukter";"HH";"Aktier";"Q1-2018";-0.6366476;"";14.96636;0.6586946;2.989227;"";"";"";"";"";"";"";""
"Hiddn Solutions";"Norge";"OB Match";"Informationsteknik";"IT-Tjänster";"HIDDN";"Aktier";"Q1-2018";-0.9713913;"";-4.031932;8.217361;31.94716;"";"";"";"";"";"";"";""
"Hifab";"Sverige";"First North";"Industri";"Byggnation";"HIFA B";"Aktier";"Q1-2018";"";"";15.26549;0.3884175;2.109458;"";"";"";"";"";"";"";""
"HiQ";"Sverige";"Mid Cap";"Informationsteknik";"IT-Tjänster";"HIQ";"Aktier";"Q1-2018";11.25609;2.233333;22.88148;1.977957;5.118024;1747.536;0.2754408;52.0212;0.2092309;2.367867;104.6397;0.2573892;1892.445
"HKScan";"Finland";"Mid Cap";"Dagligvaror";"Livsmedel";"HKSAV";"Aktier";"Q1-2018";-0.2761745;"";-3.020265;0.0930362;0.5076344;"";"";"";"";"";"";"";""
"HMS Networks";"Sverige";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"HMS";"Aktier";"Q1-2018";"";"";53.25185;6.062392;9.327911;"";"";"";"";"";"";"";""
"Hofseth BioCare";"Norge";"Oslo Axess";"Dagligvaror";"Livsmedel";"HBC";"Aktier";"Q1-2018";"";"";-7.069996;6.291354;31.46732;"";"";"";"";"";"";"";""
"Hoist Finance";"Sverige";"Mid Cap";"Finans & Fastighet";"Bank";"HOFI";"Aktier";"Q1-2018";"";"";13.32077;2.439129;1.753975;"";"";"";"";"";"";"";""
"Hojgaard A";"Denmark";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"HOEJ A";"Pref";"Q4-2017";0.3456221;"";-15.42183;10.26395;1.435416;"";"";"";"";"";"";"";""
"Hojgaard B";"Denmark";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"HOEJ B";"Aktier";"Q4-2017";0.2818182;"";-14.89368;9.912441;1.386258;"";"";"";"";"";"";"";""
"Holmen A";"Sverige";"Large Cap";"Material";"Skog";"HOLM A";"Pref";"Q1-2018";1.00093;5.083333;21.38171;2.088974;1.61411;27334.04;0.04999389;168.424;0.07275348;8.160521;1035.333;0.009344285;21807.3
"Holmen B";"Sverige";"Large Cap";"Material";"Skog";"HOLM B";"Aktier";"Q1-2018";1.063158;5.083333;21.43141;2.09383;1.617862;26790.71;0.04999389;168.424;0.07275348;8.160521;1035.333;0.009344285;21263.98
"HomeMaid";"Sverige";"Aktietorget";"Industri";"Tjänster & Leverans";"HOME B";"Aktier";"Q1-2018";"";"";0.7317871;0.4321078;5.471399;"";"";"";"";"";"";"";""
"Honkarakenne";"Finland";"Small Cap";"Industri";"Byggnation";"HONBS";"Aktier";"Q4-2017";0.1125485;"";18.53448;0.3798105;1.852631;"";"";"";"";"";"";"";""
"House of Friends";"Sverige";"First North";"Sällanköpsvaror";"Media";"HOFF";"Aktier";"Q1-2018";"";"";14.687;0.5200869;1.161703;"";"";"";"";"";"";"";""
"Hoylu";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"HOYLU";"Aktier";"Q4-2017";"";"";-2.935874;2.357232;2.361035;"";"";"";"";"";"";"";""
"HRC World";"Denmark";"First North";"Dagligvaror";"Livsmedel";"HRC";"Aktier";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Hufvudstaden A";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"HUFV A";"Aktier";"Q1-2018";3.703296;3.28;8.137862;14.27739;1.043874;21307.98;0.08104327;206.2634;0.1279168;9.692874;466.08;0.1565799;17016.8
"Hufvudstaden C";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"HUFV C";"Pref";"Q1-2018";"";3.28;23.19671;40.69723;2.97553;45259.55;0.08104327;206.2634;0.1279168;9.692874;466.08;0.1565799;40968.37
"Hugo Games";"Norge";"Oslo Axess";"Sällanköpsvaror";"Betting & Spel";"HUGO";"Aktier";"Q4-2017";"";"";-1.87232;11.9203;0.7697393;"";"";"";"";"";"";"";""
"Huhtamäki";"Finland";"Large Cap";"Industri";"Tjänster & Leverans";"HUH1V";"Aktier";"Q1-2018";2.924191;"";19.25391;1.231154;3.124631;"";"";"";"";"";"";"";""
"Humana";"Sverige";"Mid Cap";"Hälsovård";"Sjukvård";"HUM";"Aktier";"Q1-2018";"";"";16.34266;0.4960598;1.654205;"";"";"";"";"";"";"";""
"Hunter Group";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"HUNT";"Aktier";"Q2-2017";"";"";-4.593974;13.8284;0.7227615;"";"";"";"";"";"";"";""
