"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"";"Land";"Lista";"Sektor";"Bransch";"Ticker";"Instrument";"Rapport";"Utveck.  5 år";"Snitt 5 år";"Senaste";"Senaste";"Senaste";"Senaste";"Snitt 5 år";"Senaste";"Snitt 5 år";"Senaste";"Snitt 5 år";"År. tillv. 5 år";"Senaste"
"Mycronic";"Sverige";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"MYCR";"Aktier";"Q1-2018";6.37037;3;14.86539;3.168268;4.988092;8947.642;0.5595064;97.917;0.3251452;6.6934;429.88;1.179825;9742.741
"myFC Holding";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"MYFC";"Aktier";"Q1-2018";"";"";-1.888756;68.85399;0.9547604;100.1677;-0.5711127;30.633;-0.4454507;-2.5943;-63.79139;"";150.1017
"myTaste";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"TASTE";"Aktier";"Q1-2018";-0.2;"";-6.958035;1.531751;2.669637;85.5044;-0.2624044;22.017;-0.3743338;-0.4599;-13.7958;"";70.4544
"Mälaråsen";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"MALAR";"Aktier";"Q4-2017";"";"";3.17828;6.217896;1.072777;939.841;"";2.69;"";42.4758;"";"";363.15
"Nanexa";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"NANEXA";"Aktier";"Q1-2018";"";"";-9.463895;21.74884;3.150262;63.96404;-1.01339;11.437;-0.4937551;-0.7312;-9.3518;"";79.14404
"Nanologica";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"NICA";"Aktier";"Q1-2018";"";"";-0.7414225;1.503571;-4.018397;30.2673;-3.58403;4.617;-2.790142;-3.9114;-20.60025;"";13.3893
"Napatech";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NAPA";"Aktier";"Q4-2017";"";0.0625;-10.8106;1.281759;1.441862;324.0543;-0.01946975;23.665;-0.01672257;-1.2904;-31.2516;"";330.1267
"NattoPharma";"Sverige";"First North";"Hälsovård";"Läkemedel";"NATTO";"Aktier";"Q4-2017";"";"";6.961168;2.417399;1.43938;153.4574;-0.1682625;18.129;-0.1292683;1.3288;-20.0153;"";167.6933
"NattoPharma No";"Norge";"Oslo Axess";"Hälsovård";"Läkemedel";"NATTO";"Aktier";"Q4-2017";-0.5814148;"";7.111814;2.469667;1.470502;149.603;-0.1682627;18.129;-0.1292684;1.2655;-19.3912;"";163.161
"Navamedic";"Norge";"OB Match";"Hälsovård";"Läkemedel";"NAVA";"Aktier";"Q4-2017";-0.04961836;"";-13.43767;0.5246048;1.32403;133.5776;-0.05293191;10.868;-0.06212819;-0.9265;0.8602009;"";135.3066
"NAXS Nordic Access";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NAXS";"Aktier";"Q1-2018";0.6389684;1.5;15.21519;"";0.91992;341.5254;0.1614255;13.607;0.0947735;3.7594;118.5892;0.006476017;778.3204
"NCC A";"Sverige";"Large Cap";"Industri";"Byggnation";"NCC A";"Pref";"Q1-2018";0.06666666;8.4;38.55864;0.3382151;3.69047;19995.8;0.2899537;108.1;0.4270624;4.357;812.8;-0.2503234;18160.8
"NCC B";"Sverige";"Large Cap";"Industri";"Byggnation";"NCC B";"Aktier";"Q1-2018";0.02861637;8.4;37.5373;0.3292565;3.592716;19514.76;0.2899537;108.1;0.4270624;4.357;812.8;-0.2503234;17679.76
"Nederman";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"NMAN";"Aktier";"Q1-2018";0.9107143;1.6333;19.62799;1.182472;3.238811;4360.511;0.09703504;35.073;0.1649073;5.4514;64.14;0.2242433;3752.811
"NEL";"Norge";"OB Match";"Industri";"Produktion";"NEL";"Aktier";"Q1-2018";0.5345142;"";-46.41791;8.278738;2.310454;2855.246;-0.06074259;998.714;-0.04486335;-0.067;-191.0014;"";3106
"Neo Industrial";"Finland";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NEO1V";"Aktier";"Q4-2017";4.2;0.024;8.634499;0.237027;2.442729;34.23332;-0.6182306;5.946;0.02248136;0.5119;4.362;"";26.28132
"Nepa";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"NEPA";"Aktier";"Q1-2018";"";"";-24.57513;2.276147;11.31946;487.403;-0.7702211;7.148;-0.2365199;-2.8891;-15.4754;"";507.508
"Neste";"Finland";"Large Cap";"Energi";"Olja & Gas";"NESTE";"Aktier";"Q1-2018";5.166519;1.27;16.82008;1.289976;3.81054;18117.22;0.1467131;255.605;0.1775657;4.1391;553.6;0.151646;17795.22
"Net Gaming Europe";"Sverige";"Aktietorget";"Sällanköpsvaror";"Betting & Spel";"NETG";"Aktier";"Q1-2018";81.30769;"";39.80655;4.170516;6.789704;593.736;-0.8329332;67.18;-4.573293;0.2688;-43.648;"";718.826
"Net Insight";"Sverige";"Mid Cap";"Informationsteknik";"Kommunikation";"NETI B";"Aktier";"Q1-2018";2.663865;"";-322.963;3.917953;3.042396;1507.657;0.05318472;383.538;0.02888675;-0.0135;-10.8106;"";1672.226
"Net Trading Group";"Sverige";"NGM";"Dagligvaror";"Livsmedel";"NTGR MTF";"Aktier";"Q4-2017";"";"";-12.05861;1.712919;4.708113;52.78236;"";12.318;"";-0.4163;"";"";61.83636
"NetEnt";"Sverige";"Large Cap";"Sällanköpsvaror";"Betting & Spel";"NET B";"Aktier";"Q1-2018";1.920294;1.78332;20.75894;7.193638;11.09455;11360.38;1.009263;240.13;0.525498;2.3915;379.1184;0.2769754;11921.25
"Netflix";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"NFLX";"Aktier";"Q1-2018";9.750341;"";227.3722;11.95593;37.93365;156469.7;0.04830516;434.174;0.1546704;1.545;-1149.907;0.411352;152521
"NetJobs";"Sverige";"First North";"Industri";"Bemanning";"NJOB";"Aktier";"Q4-2017";-0.505618;0.04;-6.367583;0.4858683;3.398933;19.166;-0.1664928;21;-0.1145824;-0.1382;-1.1976;"";18.48
"Netmore";"Sverige";"First North";"Telekommunikation";"Telekommunikationstjänster";"NETM B";"Aktier";"Q1-2018";"";"";-0.3340397;1.694443;0.5436485;10.82241;"";11.637;"";-2.7841;"";"";10.82241
"NeuroSearch";"Denmark";"Small Cap";"Hälsovård";"Bioteknik";"NEUR";"Aktier";"Q4-2017";0.1686746;"";-15.08085;54.37758;1.623499;45.0119;"";24.554;"";-0.3216;"";"";119.0869
"NeuroVive Pharmaceutical";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"NVP";"Aktier";"Q1-2018";-0.8707685;"";-2.05072;193.692;1.481981;113.823;-0.9813573;49.458;-0.5411011;-1.2776;-74.8904;"";129.58
"New Equity Venture";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"NEVI B";"Aktier";"Q1-2018";"";"";-5.305672;3.111259;2.205099;134.219;0.1258873;3.015;0.003728691;-9.2354;-3.982;"";147.735
"New Nordic Healthbrands";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"NNH";"Aktier";"Q1-2018";7.479532;0.59;19.53283;1.2751;6.659315;445.7175;0.3809021;6.195;0.3416059;3.7117;3.4338;0.3189186;449.1375
"New Wave";"Sverige";"Mid Cap";"Sällanköpsvaror";"kläder & Textil";"NEWA B";"Aktier";"Q1-2018";0.4913295;1.35;10.21297;0.6106692;1.109712;5115.55;0.05537215;66.344;0.09062935;5.0524;34.46;0.123539;3423.35
"NewCap Holding";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NEWCAP";"Aktier";"Q4-2017";1.705882;"";-3.213038;0.4181924;0.5544599;87.469;"";120;"";-0.4295;"";"";165.6
"News55";"Sverige";"NGM";"Sällanköpsvaror";"Media";"N55 MTF";"Aktier";"Q1-2018";"";"";-0.9812638;0.8610055;1.950365;11.084;"";1.78;"";-5.9617;"";"";10.413
"Nexam";"Sverige";"First North";"Industri";"Produktion";"NEXAM";"Aktier";"Q1-2018";0.2671756;"";-104.9305;12.47263;3.048013;546.5287;-1.033324;67.519;-0.2328078;-0.0791;-57.2056;"";560.4077
"Nexar Group";"Sverige";"NGM";"Sällanköpsvaror";"Hotell, restaurang & nöje";"NXAR MTF";"Aktier";"Q4-2017";"";"";-0.2670441;24.12575;2.180272;3.537126;"";9.339;"";-1.6252;"";"";4.053126
"Nexstim";"Sverige";"First North";"Hälsovård";"Sjukvård";"NXTMS";"Aktier";"Q4-2017";"";"";-3.340019;8.885714;4.433023;187.5757;"";93.173;"";-0.7479;"";"";232.7462
"Nexstim Oyj";"Finland";"First North";"Hälsovård";"Sjukvård";"NXTMH";"Aktier";"Q2-2017";"";"";-2.881517;6.212049;2.41272;11.38146;"";70.33;"";-0.0844;"";"";17.10426
"NEXT Biometrics";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"NEXT";"Aktier";"Q1-2018";"";"";-3.315897;6.092663;3.125071;484.4595;-2.369393;16.27;-0.8608665;-10.9925;-162.8456;"";593.0415
"Next Games";"Finland";"First North";"Sällanköpsvaror";"Betting & Spel";"NXTGMS";"Aktier";"Q4-2017";"";"";-16.99029;3.333449;2.961508;82.7951;"";18.218;"";-0.3502;"";"";108.3971
"NextCell Pharma";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"NEXTCL";"Aktier";"Q2-2018";"";"";-3.208385;64.75888;4.418564;41.586;"";8.505;"";-1.8701;"";"";51.03
"NextGenTel";"Norge";"OB Standard";"Telekommunikation";"Telekommunikationstjänster";"NGT";"Aktier";"Q1-2018";-0.3148855;1.15;-145.4619;0.3145998;2.169621;560.7808;0.0003210068;23.283;0.107159;-0.1234;90.6794;"";417.9298
"NFO Drives";"Sverige";"Aktietorget";"Industri";"Produktion";"NFO";"Aktier";"Q1-2018";"";"";-29.5679;3.728436;5.466526;111.4004;-0.1949594;238.005;-0.1464171;-0.0162;-3.9498;"";114.0044
"NGEx Resources";"Sverige";"Mid Cap";"Material";"Gruv & Metall";"NGQ";"Aktier";"Q1-2018";"";"";-26.49007;"";13.5588;1566.78;-2.444043;225.877;-0.985036;-0.2718;-111.2316;"";1626.314
"NGS";"Sverige";"Small Cap";"Industri";"Bemanning";"NGS";"Aktier";"Q1-2018";0.8887575;1.7425;8.817679;0.5204744;1.687652;407.8358;0.2500291;9.022;0.2075691;4.525;-4.254001;0.09057461;359.9778
"NIBE";"Sverige";"Large Cap";"Industri";"Byggprodukter";"NIBE B";"Aktier";"Q1-2018";2.328727;0.8985001;26.42533;2.365911;3.375101;52382.62;0.079504;504.016;0.1380747;3.4641;-467.6;0.1223074;46137.62
"Nickel Mountain";"Sverige";"NGM";"Material";"Gruv & Metall";"NICK MTF";"Aktier";"Q1-2018";"";"";-24.91525;"";0.4101242;105.9359;"";373.333;"";-0.0118;"";"";109.7599
"Nicoccino";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"NICO";"Aktier";"Q1-2018";"";"";-13.90686;1025.328;3.584413;42.76;-10.56306;13.83;-1.233012;-0.3092;-15.8536;"";59.469
"Nike";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Konsumentprodukter";"NKE";"Aktier";"Q2-2017";1.113342;"";"";"";"";0.06843;"";0.001;"";"";"";"";0.06843
"Nilfisk";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"NLFSK";"Aktier";"Q1-2018";"";"";23.36861;0.8148137;7.442574;10788;"";27.126;"";12.474;"";"";7907.229
"Nilsson Special Vehicles";"Sverige";"First North";"Industri";"Produktion";"NILS";"Aktier";"Q1-2018";"";"";-4.389763;0.2301313;0.730294;40.1791;0.008955151;2.933;0.02471576;-3.3487;-9.691601;"";43.1151
"Nilörngruppen";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"NIL B";"Aktier";"Q1-2018";"";3.62;15.63345;1.410843;5.736287;952.7926;0.5228188;11.402;0.3814001;5.3603;32.9768;0.1204851;955.4876
"Nischer";"Sverige";"NGM";"Finans & Fastighet";"Fastigheter";"NIS MTF";"Aktier";"Q4-2017";"";"";-5.240848;3.196851;0.8776136;89.4274;-0.2200169;18.215;-0.4728046;-0.2595;-25.1918;"";24.7724
"Nitro Games";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NITRO";"Aktier";"Q1-2018";"";"";-2.807703;5.417329;5.674106;115.4987;"";2.329;"";-19.2328;"";"";125.766
"Nixu";"Finland";"First North";"Informationsteknik";"Programvara & Internet";"NIXU";"Aktier";"Q4-2017";"";"";-450.1845;2.355057;4.090979;73.9396;"";6.338;"";-0.0271;"";"";77.3236
"NKT Holding";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"NKT";"Aktier";"Q1-2018";-0.1953727;"";0.7509267;0.4381967;0.8830096;8691.199;"";27.071;"";250.091;"";"";5083.934
"NNIT";"Denmark";"Mid Cap";"Informationsteknik";"IT-Tjänster";"NNIT";"Aktier";"Q1-2018";"";"";19.85713;1.426052;4.415215;4486.672;"";25;"";8.259;"";"";4100
"Nobia";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"NOBI";"Aktier";"Q1-2018";0.9162303;4.25;12.30355;0.9792373;2.679772;12321.35;0.1403064;168.584;0.1578677;5.9495;687.4;0.2315505;12340.35
"Nobina";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"NOBINA";"Aktier";"Q4-2018";"";1.81;17.9576;0.5489459;3.476403;8621.114;0.04278053;88.356;0.2229909;3.1463;911;"";4992.114
"Nokia";"Sverige";"Large Cap";"Informationsteknik";"Kommunikation";"NOKIA SEK";"Aktier";"Q1-2018";1.263088;1.80156;-24.76172;1.295529;1.733492;243415.2;0.0963244;5583.621;0.08732607;-2.0774;25607.25;"";287221.5
"Nokia Oyj";"Finland";"Large Cap";"Informationsteknik";"Kommunikation";"NOKIA";"Aktier";"Q1-2018";0.8875852;0.19;-23.32554;1.227053;1.762932;23669.52;0.09547686;5583.621;0.08621445;-0.2138;2699.6;"";27845.52
"Nokian Renkaat";"Finland";"Large Cap";"Industri";"Produktion";"NRE1V";"Aktier";"Q1-2018";0.02684353;1.52;20.3063;2.857378;3.002913;4348.086;0.1963984;135.88;0.1675225;1.6389;178.26;0.03426798;4522.086
"Nolato";"Sverige";"Mid Cap";"Industri";"Produktion";"NOLA B";"Aktier";"Q1-2018";5.995392;10.8;29.80152;2.702262;8.278197;19927.01;0.2323066;26.307;0.23908;25.4685;287.6;0.1635895;19967.01
"Nordea";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"NDA SEK";"Aktier";"Q1-2018";0.04501222;6.25242;11.59839;3.739731;1.07912;501046.5;0.005713652;4035;0.1058766;7.4062;-30007.82;0.01679239;346606.5
"Nordea Dkk";"Denmark";"Large Cap";"Finans & Fastighet";"Bank";"NDA DKK";"Aktier";"Q1-2018";-0.1243851;4.86708;11.2589;3.624123;1.09402;361864.5;0.005760475;4035;0.1066977;5.5334;-23910.23;-0.007449751;251380.5
"Nordea Oyj";"Finland";"Large Cap";"Finans & Fastighet";"Bank";"NDA1V";"Aktier";"Q1-2018";-0.1265029;0.654;11.23437;3.616049;1.091582;48562.43;0.005760475;4035;0.1066977;0.7437;-3215.6;-0.006926458;33712.43
"Nordfyns Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"NRDF";"Aktier";"Q1-2018";0.8;"";4.810647;1.744469;0.7750849;322.185;"";0.33;"";196.4393;"";"";311.85
"Nordic Flanges";"Sverige";"First North";"Industri";"Produktion";"NFAB";"Aktier";"Q4-2017";-0.3514645;0.006;-4.961588;0.4111365;1.018688;125.5786;-0.07645463;52.352;-0.1169593;-0.3124;10.6366;"";81.1456
"Nordic Leisure AB";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NLAB";"Aktier";"Q1-2018";6.407407;"";28.50356;5.861868;5.43603;1420.805;0.1512057;62.61;0.09398553;0.842;-13.11016;-0.08376496;1502.64
"Nordic Mining";"Norge";"Oslo Axess";"Material";"Gruv & Metall";"NOM";"Aktier";"Q1-2018";0.2716679;"";-6.527464;"";2.885454;256.6995;-1.035323;92.584;-0.4863999;-0.5316;-36.0288;"";321.2665
"Nordic Nanovector";"Norge";"OB Match";"Hälsovård";"Läkemedel";"NANO";"Aktier";"Q4-2017";"";"";-8.379516;8152.347;3.622658;1705.438;"";49.044;"";-5.9908;"";"";2462.009
"Nordic Semiconductor";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NOD";"Aktier";"Q1-2018";1.80829;"";154.372;4.447864;8.936959;8676.442;0.1503991;161.795;0.1184053;0.3511;-3.12106;-0.004218373;8769.289
"Nordic Shipholding";"Denmark";"Small Cap";"Industri";"Tjänster & Leverans";"NORDIC";"Aktier";"Q1-2018";-0.1617647;"";-8.742332;1.115256;1.055146;683.6808;"";406.158;"";-0.0652;"";"";231.5101
"Nordic Waterproofing";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"NWG";"Aktier";"Q1-2018";"";2.25;13.8682;0.8258235;1.801847;2176.091;0.1057326;24.083;0.1297147;5.6388;53.92;-0.01718404;1883.291
"Nordjyske Bank";"Denmark";"Mid Cap";"Finans & Fastighet";"Bank";"NORDJB";"Aktier";"Q1-2018";1;"";11.13573;3.921148;1.213744;3389.254;"";18.364;"";16.9724;"";"";3470.796
"Norsk Hydro";"Norge";"OBX";"Material";"Gruv & Metall";"NHY";"Aktier";"Q1-2018";0.9446315;1.35;11.66596;0.8149272;1.232696;124823.1;0.04805556;2045;0.06070495;4.4557;2847.4;"";106299.1
"North Energy";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"NORTH";"Aktier";"Q4-2017";-0.622353;0.1;10.91837;109.3393;0.5459285;198.5995;-0.1627256;119.047;-0.2006327;0.1764;68.9836;"";229.2845
"North Media";"Denmark";"Small Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"NORTHM";"Aktier";"Q4-2017";2.2;"";26.92847;0.8562508;1.548275;621.112;"";20.055;"";1.426;"";"";770.112
"Northern Drilling";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"NODL";"Aktier";"Q4-2017";"";"";-147.3477;"";1.60251;5177.871;"";77.75;"";-0.509;"";"";5831.25
"Norway Royal Salmon";"Norge";"OB Match";"Dagligvaror";"Livsmedel";"NRS";"Aktier";"Q1-2018";5.570799;4.8;14.92852;1.476775;3.718958;8214.662;0.1792502;43.572;0.2589058;11.8699;159.8802;0.1132815;7720.958
"Norwegian Air Shuttle";"Norge";"OBX";"Industri";"Tjänster & Leverans";"NAS";"Aktier";"Q1-2018";-0.1484481;"";7.935285;0.2774146;4.384538;33750.77;0.000677845;35.759;0.06647836;31.8073;-3391.016;0.2831184;9025.571
"Norwegian Energy";"Norge";"OB Match";"Energi";"Olja & Gas";"NOR";"Aktier";"Q4-2017";-0.9954479;"";26.95722;105.1331;2.185719;1669.331;0.1785799;7.094;1.196177;5.4976;333.6;"";1051.331
"Norwegian Finans";"Norge";"OBX";"Finans & Fastighet";"Bank";"NOFI";"Aktier";"Q1-2018";"";"";9.938382;4.110692;2.712332;16746.49;0.03259196;185.703;0.2819245;9.0558;-378.0546;"";16713.27
"Norwegian Property";"Norge";"OB Match";"Finans & Fastighet";"Fastigheter";"NPRO";"Aktier";"Q1-2018";0.2650177;0.062;4.792931;7.504862;0.7637606;12693.42;0.05653428;548.4;0.1158136;2.2408;478.56;"";5889.816
"NOTE";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"NOTE";"Aktier";"Q1-2018";2.735537;0.78;11.3488;0.5408005;1.695763;662.5298;0.170194;28.873;0.1396826;1.9914;24.7;1.509722;652.5298
"Novo Nordisk";"Denmark";"Large Cap";"Hälsovård";"Läkemedel";"NOVO B";"Aktier";"Q1-2018";0.64927;6.94;19.19325;6.746189;16.80127;734165.6;1.037727;2437.3;0.7755934;15.8884;33674;0.1164976;743254.6
"Novotek";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"NTEK B";"Aktier";"Q1-2018";1.518182;1.15;14.18476;1.206823;2.965859;231.82;0.4474055;10.6;0.1884034;1.9528;2.82;0.1609389;293.62
"Novozymes";"Denmark";"Large Cap";"Hälsovård";"Bioteknik";"NZYM B";"Aktier";"Q1-2018";0.6525893;3.9;30.52535;6.727428;9.421297;98844.23;0.2230801;292.9;0.262435;10.7681;2649.2;0.0936855;96276.23
"Novus";"Sverige";"Aktietorget";"Informationsteknik";"Programvara & Internet";"NOVU";"Aktier";"Q3-2018";3.345455;0.126;11.14479;0.9564242;3.84625;39.57916;8.980783;10.372;0.2305729;0.4289;1.96525;"";49.57816
"NP3";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"NP3";"Aktier";"Q1-2018";"";2.09;7.448744;4.675147;1.126293;8442.679;0.0545527;54.339;0.1402726;8.1893;-707.5013;0.5374264;3314.679
"NP3 Pref";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"NP3 PREF";"Pref";"Q4-2017";"";"";"";"";"";33.42;"";1;"";"";"";"";33.42
"NPinvestor.com";"Denmark";"First North";"Informationsteknik";"IT-Tjänster";"NPINV";"Aktier";"Q3-2017";"";"";"";"";"";0.007996;"";0.001;"";"";"";"";0.007996
"NRC Group";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NRC";"Aktier";"Q1-2018";"";0.86;16.61577;0.9865876;1.942743;2630.566;0.1356404;41.814;0.09399885;3.6351;-101.4578;"";2525.566
"NTR Holding";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NTR B";"Aktier";"Q1-2018";-0.1720931;"";30.93231;1.011577;0.7116849;94.3204;"";2.259;"";1.1509;"";"";80.4204
"NTS";"Norge";"OB Standard";"Industri";"Tjänster & Leverans";"NTS";"Aktier";"Q1-2018";"";0.53;13.19057;2.674265;1.770172;5698.563;0.0536311;72.756;0.1284737;3.8664;-273.5896;0.02854791;3710.556
"Nuevolution";"Sverige";"First North";"Hälsovård";"Läkemedel";"NUE";"Aktier";"Q2-2018";"";"";-6.168653;58.5891;6.527598;614.5844;"";42.858;"";-2.7429;"";"";725.1573
"Nurminen Logistics";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"NLG1V";"Aktier";"Q4-2017";-0.75;"";-12.56281;0.1927329;1.090797;26.1235;-0.1136481;29.253;-0.3187028;-0.0398;3.0592;"";14.6265
"Oasmia Pharmaceutical";"Sverige";"Small Cap";"Hälsovård";"Bioteknik";"OASM";"Aktier";"Q3-2018";-0.65;"";-5.319149;56.41731;1.870704;794.2374;-0.4496557;162.052;-0.4006613;-0.7896;-136.565;"";680.6184
"OB Axess All";"Norge";"Index";"-";"-";"OAAX";"Index";"Q4-2017";0.5591797;"";"";"";"";109.47;"";1;"";"";"";"";109.47
"OB Oslo 25";"Norge";"Index";"-";"-";"OSEBX";"Index";"Q4-2017";0.7907507;"";"";"";"";880.53;"";1;"";"";"";"";880.53
"OB Oslo 25 GI";"Norge";"Index";"-";"-";"OBX";"Index";"Q4-2017";0.7788991;"";"";"";"";807.3;"";1;"";"";"";"";807.3
"OB Oslo All";"Norge";"Index";"-";"-";"OSEAX";"Index";"Q4-2017";0.8719092;"";"";"";"";1003.83;"";1;"";"";"";"";1003.83
"OB Oslo Consumer";"Norge";"Index";"-";"-";"OSE25GI";"Index";"Q4-2017";1.30518;"";"";"";"";853.17;"";1;"";"";"";"";853.17
"OB Oslo Financials";"Norge";"Index";"-";"-";"OSE40GI";"Index";"Q4-2017";1.138171;"";"";"";"";1840.26;"";1;"";"";"";"";1840.26
"OB Oslo Health";"Norge";"Index";"-";"-";"OSE35GI";"Index";"Q4-2017";1.21416;"";"";"";"";594.17;"";1;"";"";"";"";594.17
"OB Oslo Industrial";"Norge";"Index";"-";"-";"OSE20GI";"Index";"Q4-2017";0.7736372;"";"";"";"";428.83;"";1;"";"";"";"";428.83
"OB Oslo Oil&Gas";"Norge";"Index";"-";"-";"OSE10GI";"Index";"Q4-2017";0.5313514;"";"";"";"";987.4;"";1;"";"";"";"";987.4
"OB Oslo Staples";"Norge";"Index";"-";"-";"OSE30GI";"Index";"Q4-2017";2.380372;"";"";"";"";2307.07;"";1;"";"";"";"";2307.07
"OB Oslo Technology";"Norge";"Index";"-";"-";"OSE45GI";"Index";"Q4-2017";0.8459345;"";"";"";"";252.45;"";1;"";"";"";"";252.45
"OB Oslo Utilities";"Norge";"Index";"-";"-";"OSE55GI";"Index";"Q4-2017";2.950442;"";"";"";"";986.86;"";1;"";"";"";"";986.86
"Obducat";"Sverige";"NGM";"Industri";"Produktion";"OBDU B";"Aktier";"Q1-2018";-0.6447761;"";-1.319144;1.865838;2.119858;69.95058;-0.7502496;49.382;-0.7350464;-0.9021;-34.1334;"";58.76458
"Obducat Pref";"Sverige";"NGM";"Industri";"Produktion";"OBDU PREF B";"Pref";"Q4-2017";"";"";"";"";"";1.6;"";1;"";"";"";"";1.6
"Oboya Horticulture";"Sverige";"First North";"Industri";"Handel & Distribution";"OBOYA B";"Aktier";"Q4-2017";"";"";1553.03;0.5594509;1.76675;223.0417;"";22.915;"";0.0066;"";"";234.8788
"ObsteCare";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"OBST";"Aktier";"Q1-2018";"";"";-17.94393;17.0524;1.867773;31.92868;-0.4417913;13.411;-0.4298835;-0.1605;-3.42175;"";38.62368
"Ocean Yield";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"OCY";"Aktier";"Q1-2018";"";5.474;10.43517;3.720252;1.61375;22034.05;0.05542758;151.3;0.1374083;6.756;-940.029;0.09270278;10666.65
"Oceanteam";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"OTS";"Aktier";"Q2-2017";-0.6926471;"";0.1707963;0.1063335;0.07644422;238.0381;0.01323403;29.593;0.01345208;6.1184;108.0305;"";30.92468
"Odd Molly";"Sverige";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"ODD";"Aktier";"Q1-2018";-0.5239726;0.7;-4.528425;0.1943021;0.9182588;63.4368;0.01779202;5.752;0.009398133;-3.0695;-10.4754;"";79.9528
"Oden Control";"Sverige";"Aktietorget";"Industri";"Produktion";"ODEN";"Aktier";"Q1-2018";-0.1643836;"";2440;11.48026;5.715156;15.4944;-0.04550848;12.92;-0.04917826;0.0005;0.1374;"";15.7624
"Odfjell A";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"ODF";"Pref";"Q4-2017";0.01023895;0.60176;3.615797;0.3549249;0.3700337;9209.836;-0.0009977522;79.1;-0.01484809;8.1863;224.458;"";2341.36
"Odfjell B";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"ODFB";"Aktier";"Q4-2017";0.01754386;0.60176;3.542504;0.3477305;0.3625331;9162.376;-0.0009977522;79.1;-0.01484809;8.1863;224.458;"";2293.9
"Odfjell Drilling";"Norge";"OB Match";"Energi";"Olja & Gas";"ODL";"Aktier";"Q4-2017";"";"";27.45946;1.466038;1.26555;16040.22;-0.01273536;198.736;-0.023177;1.3875;349.2546;-0.1364668;7571.842
"OEM";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"OEM B";"Aktier";"Q1-2018";1.676471;5.35;19.11584;1.484984;4.789834;4330.474;0.2471648;23.107;0.265312;9.5209;125;0.1268584;4205.474
"Olav Thon";"Norge";"OB Match";"Finans & Fastighet";"Fastigheter";"OLT";"Aktier";"Q4-2017";0.4901961;1.8;4.765697;5.835812;0.6722615;31721.2;0.07194135;106.35;0.1431269;31.8946;-1512.2;0.2478729;16165.2
